ï»¿Time_s      	VehicleSpeed_kmh	CurrentGear 
      0.0592	      0.0000	          11
      0.0612	      0.0000	          11
      0.0637	      0.0000	          11
      0.0661	      0.0000	          11
      0.0686	      0.0000	          11
      0.0710	      0.0000	          11
      0.0735	      0.0000	          11
      0.0759	      0.0000	          11
      0.0859	      0.0000	          11
      0.0959	      0.0000	          11
      0.1060	      0.0000	          11
      0.1159	      0.0000	          11
      0.1259	      0.0000	          11
      0.1361	      0.0000	          11
      0.1459	      0.0000	          11
      0.1559	      0.0000	          11
      0.1659	      0.0000	          11
      0.1759	      0.0000	          11
      0.1859	      0.0000	          11
      0.1959	      0.0000	          11
      0.2060	      0.0000	          11
      0.2161	      0.0000	          11
      0.2260	      0.0000	          11
      0.2359	      0.0000	          11
      0.2459	      0.0000	          11
      0.2559	      0.0000	          11
      0.2659	      0.0000	          11
      0.2759	      0.0000	          11
      0.2859	      0.0000	          11
      0.2961	      0.0000	          11
      0.3060	      0.0000	          11
      0.3159	      0.0000	          11
      0.3259	      0.0000	          11
      0.3359	      0.0000	          11
      0.3460	      0.0000	          11
      0.3559	      0.0000	          11
      0.3659	      0.0000	          11
      0.3762	      0.0000	          11
      0.3859	      0.0000	          11
      0.3959	      0.0000	          11
      0.4060	      0.0000	          11
      0.4159	      0.0000	          11
      0.4259	      0.0000	          11
      0.4359	      0.0000	          11
      0.4459	      0.0000	          11
      0.4562	      0.0000	          11
      0.4659	      0.0000	          11
      0.4759	      0.0000	          11
      0.4859	      0.0000	          11
      0.4959	      0.0000	          11
      0.5060	      0.0000	          11
      0.5159	      0.0000	          11
      0.5259	      0.0000	          11
      0.5362	      0.0000	          11
      0.5459	      0.0000	          11
      0.5559	      0.0000	          11
      0.5659	      0.0000	          11
      0.5759	      0.0000	          11
      0.5859	      0.0000	          11
      0.5959	      0.0000	          11
      0.6060	      0.0000	          11
      0.6162	      0.0000	          11
      0.6260	      0.0000	          11
      0.6359	      0.0000	          11
      0.6459	      0.0000	          11
      0.6559	      0.0000	          11
      0.6660	      0.0000	          11
      0.6759	      0.0000	          11
      0.6859	      0.0000	          11
      0.6962	      0.0000	          11
      0.7060	      0.0000	          11
      0.7160	      0.0000	          11
      0.7260	      0.0000	          11
      0.7360	      0.0000	          11
      0.7460	      0.0000	          11
      0.7560	      0.0000	          11
      0.7660	      0.0000	          11
      0.7762	      0.0000	          11
      0.7860	      0.0000	          11
      0.7960	      0.0000	          11
      0.8060	      0.0000	          11
      0.8160	      0.0000	          11
      0.8260	      0.0000	          11
      0.8360	      0.0000	          11
      0.8460	      0.0000	          11
      0.8562	      0.0000	          11
      0.8660	      0.0000	          11
      0.8760	      0.0000	          11
      0.8860	      0.0000	          11
      0.8960	      0.0000	          11
      0.9060	      0.0000	          11
      0.9160	      0.0000	          11
      0.9260	      0.0000	          11
      0.9362	      0.0000	          11
      0.9460	      0.0000	          11
      0.9563	      0.0000	          11
      0.9660	      0.0000	          11
      0.9760	      0.0000	          11
      0.9860	      0.0000	          11
      0.9960	      0.0000	          11
      1.0060	      0.0000	          11
      1.0162	      0.0000	          11
      1.0260	      0.0000	          11
      1.0360	      0.0000	          11
      1.0460	      0.0000	          11
      1.0560	      0.0000	          11
      1.0660	      0.0000	          11
      1.0760	      0.0000	          11
      1.0860	      0.0000	          11
      1.0962	      0.0000	          11
      1.1060	      0.0000	          11
      1.1160	      0.0000	          11
      1.1260	      0.0000	          11
      1.1360	      0.0000	          11
      1.1460	      0.0000	          11
      1.1560	      0.0000	          11
      1.1660	      0.0000	          11
      1.1762	      0.0000	          11
      1.1860	      0.0000	          11
      1.1960	      0.0000	          11
      1.2060	      0.0000	          11
      1.2160	      0.0000	          11
      1.2260	      0.0000	          11
      1.2360	      0.0000	          11
      1.2460	      0.0000	          11
      1.2562	      0.0000	          11
      1.2660	      0.0000	          11
      1.2760	      0.0000	          11
      1.2860	      0.0000	          11
      1.2960	      0.0000	          11
      1.3060	      0.0000	          11
      1.3160	      0.0000	          11
      1.3260	      0.0000	          11
      1.3362	      0.0000	          11
      1.3460	      0.0000	          11
      1.3560	      0.0000	          11
      1.3660	      0.0000	          11
      1.3760	      0.0000	          11
      1.3860	      0.0000	          11
      1.3960	      0.0000	          11
      1.4060	      0.0000	          11
      1.4162	      0.0000	          11
      1.4260	      0.0000	          11
      1.4360	      0.0000	          11
      1.4460	      0.0000	          11
      1.4560	      0.0000	          11
      1.4660	      0.0000	          11
      1.4760	      0.0000	          11
      1.4860	      0.0000	          11
      1.4962	      0.0000	          11
      1.5060	      0.0000	          11
      1.5160	      0.0000	          11
      1.5260	      0.0000	          11
      1.5360	      0.0000	          11
      1.5460	      0.0000	          11
      1.5560	      0.0000	          11
      1.5660	      0.0000	          11
      1.5762	      0.0000	          11
      1.5860	      0.0000	          11
      1.5960	      0.0000	          11
      1.6060	      0.0000	          11
      1.6160	      0.0000	          11
      1.6260	      0.0000	          11
      1.6360	      0.0000	          11
      1.6460	      0.0000	          11
      1.6562	      0.0000	          11
      1.6660	      0.0000	          11
      1.6760	      0.0000	          11
      1.6860	      0.0000	          11
      1.6960	      0.0000	          11
      1.7060	      0.0000	          11
      1.7160	      0.0000	          11
      1.7260	      0.0000	          11
      1.7362	      0.0000	          11
      1.7460	      0.0000	          11
      1.7560	      0.0000	          11
      1.7660	      0.0000	          11
      1.7760	      0.0000	          11
      1.7860	      0.0000	          11
      1.7960	      0.0000	          11
      1.8060	      0.0000	          11
      1.8162	      0.0000	          11
      1.8260	      0.0000	          11
      1.8360	      0.0000	          11
      1.8460	      0.0000	          11
      1.8560	      0.0000	          11
      1.8660	      0.0000	          11
      1.8760	      0.0000	          11
      1.8860	      0.0000	          11
      1.8962	      0.0000	          11
      1.9060	      0.0000	          11
      1.9160	      0.0000	          11
      1.9260	      0.0000	          11
      1.9360	      0.0000	          11
      1.9460	      0.0000	          11
      1.9564	      0.0000	          11
      1.9660	      0.0000	          11
      1.9762	      0.0000	          11
      1.9860	      0.0000	          11
      1.9960	      0.0000	          11
      2.0060	      0.0000	          11
      2.0160	      0.0000	          11
      2.0260	      0.0000	          11
      2.0360	      0.0000	          11
      2.0460	      0.0000	          11
      2.0562	      0.0000	          11
      2.0660	      0.0000	          11
      2.0760	      0.0000	          11
      2.0860	      0.0000	          11
      2.0960	      0.0000	          11
      2.1061	      0.0000	          11
      2.1160	      0.0000	          11
      2.1260	      0.0000	          11
      2.1362	      0.0000	          11
      2.1460	      0.0000	          11
      2.1560	      0.0000	          11
      2.1660	      0.0000	          11
      2.1760	      0.0000	          11
      2.1860	      0.0000	          11
      2.1961	      0.0000	          11
      2.2061	      0.0000	          11
      2.2162	      0.0000	          11
      2.2260	      0.0000	          11
      2.2360	      0.0000	          11
      2.2460	      0.0000	          11
      2.2560	      0.0000	          11
      2.2660	      0.0000	          11
      2.2760	      0.0000	          11
      2.2860	      0.0000	          11
      2.2962	      0.0000	          11
      2.3061	      0.0000	          11
      2.3160	      0.0000	          11
      2.3260	      0.0000	          11
      2.3360	      0.0000	          11
      2.3460	      0.0000	          11
      2.3560	      0.0000	          11
      2.3660	      0.0000	          11
      2.3762	      0.0000	          11
      2.3860	      0.0000	          11
      2.3960	      0.0000	          11
      2.4061	      0.0000	          11
      2.4160	      0.0000	          11
      2.4260	      0.0000	          11
      2.4360	      0.0000	          11
      2.4460	      0.0000	          11
      2.4562	      0.0000	          11
      2.4660	      0.0000	          11
      2.4760	      0.0000	          11
      2.4860	      0.0000	          11
      2.4960	      0.0000	          11
      2.5061	      0.0000	          11
      2.5160	      0.0000	          11
      2.5260	      0.0000	          11
      2.5362	      0.0000	          11
      2.5460	      0.0000	          11
      2.5560	      0.0000	          11
      2.5660	      0.0000	          11
      2.5760	      0.0000	          11
      2.5860	      0.0000	          11
      2.5960	      0.0000	          11
      2.6061	      0.0000	          11
      2.6162	      0.0000	          11
      2.6260	      0.0000	          11
      2.6360	      0.0000	          11
      2.6460	      0.0000	          11
      2.6560	      0.0000	          11
      2.6660	      0.0000	          11
      2.6760	      0.0000	          11
      2.6860	      0.0000	          11
      2.6962	      0.0000	          11
      2.7061	      0.0000	          11
      2.7160	      0.0000	          11
      2.7260	      0.0000	          11
      2.7360	      0.0000	          11
      2.7460	      0.0000	          11
      2.7560	      0.0000	          11
      2.7660	      0.0000	          11
      2.7762	      0.0000	          11
      2.7860	      0.0000	          11
