Time_s,gps_valid,gnss_east_m,gnss_north_m,fused_east_m,fused_north_m,pure_east_m,pure_north_m,err_fused_m,err_pure_m
358.8019,0,,,6327.7881,-913.9790,6412.5010,-768.5978,86.2674,84.1804
358.9019,0,,,6329.7949,-914.3224,6414.5083,-768.9412,86.3488,84.0904
359.0019,0,,,6331.8306,-914.6698,6416.5435,-769.2886,86.4237,84.0148
359.1019,0,,,6333.8770,-915.0477,6418.5903,-769.6666,86.5233,83.9230
359.2019,0,,,6335.9229,-915.3926,6420.6357,-770.0114,86.5921,83.8559
359.3019,0,,,6337.9097,-915.7183,6422.6226,-770.3372,86.6644,83.7664
359.4019,0,,,6339.9189,-916.0551,6424.6323,-770.6740,86.7390,83.6828
359.5019,0,,,6341.9214,-916.3778,6426.6348,-770.9966,86.8030,83.6054
359.6019,0,,,6343.9800,-916.7486,6428.6934,-771.3674,86.8914,83.5266
359.7019,0,,,6346.0396,-917.1154,6430.7529,-771.7342,86.9756,83.4519
359.8019,0,,,6348.0659,-917.4864,6432.7793,-772.1052,87.0759,83.3525
359.9019,0,,,6350.1035,-917.8453,6434.8169,-772.4642,87.1609,83.2695
360.0019,0,,,6352.1602,-918.1835,6436.8735,-772.8024,87.2196,83.2147
360.1019,0,,,6354.2070,-918.5228,6438.9199,-773.1416,87.2829,83.1525
360.2019,0,,,6356.2402,-918.8861,6440.9536,-773.5049,87.3734,83.0640
360.3019,0,,,6358.2905,-919.2519,6443.0039,-773.8707,87.4602,82.9838
360.4019,0,,,6360.3579,-919.6352,6445.0708,-774.2540,87.5571,82.9008
360.5019,0,,,6362.4087,-919.9807,6447.1216,-774.5995,87.6248,82.8366
360.6019,0,,,6364.3809,-920.3051,6449.0938,-774.9240,87.7012,82.7388
360.7019,0,,,6366.4810,-920.7360,6451.1938,-775.3548,87.8305,82.6405
360.8019,0,,,6368.5205,-921.1010,6453.2334,-775.7198,87.9205,82.5541
360.9019,0,,,6370.5791,-921.5021,6455.2920,-776.1209,88.0371,82.4523
361.0019,0,,,6372.6309,-921.8456,6457.3438,-776.4645,88.1025,82.3906
361.1019,0,,,6374.6719,-922.2169,6459.3853,-776.8358,88.1977,82.3008
361.2019,0,,,6376.6758,-922.5552,6461.3892,-777.1740,88.2757,82.2122
361.3019,0,,,6378.7222,-922.9310,6463.4355,-777.5498,88.3732,82.1220
361.4019,0,,,6380.7432,-923.2855,6465.4565,-777.9044,88.4600,82.0321
361.5019,0,,,6382.7827,-923.6406,6467.4961,-778.2594,88.5406,81.9535
361.6019,0,,,6384.8403,-924.0234,6469.5537,-778.6423,88.6407,81.8651
361.7019,0,,,6386.8833,-924.3909,6471.5967,-779.0098,88.7317,81.7791
361.8019,0,,,6388.8970,-924.7526,6473.6104,-779.3714,88.8277,81.6792
361.9019,0,,,6390.9448,-925.1255,6475.6582,-779.7443,88.9220,81.5922
362.0019,0,,,6392.9756,-925.4299,6477.6890,-780.0487,88.9587,81.5468
362.1019,0,,,6395.0225,-925.7881,6479.7358,-780.4069,89.0397,81.4705
362.2019,0,,,6397.0400,-926.1309,6481.7534,-780.7498,89.1168,81.3874
362.3019,0,,,6399.0918,-926.5002,6483.8057,-781.1190,89.2063,81.3061
362.4019,0,,,6401.1299,-926.8679,6485.8438,-781.4868,89.2992,81.2169
362.5019,0,,,6403.1704,-927.2408,6487.8843,-781.8597,89.3962,81.1252
362.6019,0,,,6405.2007,-927.6025,6489.9146,-782.2214,89.4863,81.0359
362.7019,0,,,6407.2578,-927.9641,6491.9717,-782.5829,89.5666,80.9636
362.8019,0,,,6409.3135,-928.3595,6494.0273,-782.9783,89.6790,80.8646
362.9019,0,,,6411.3604,-928.7236,6496.0737,-783.3425,89.7655,80.7835
363.0019,0,,,6413.4170,-929.1312,6498.1309,-783.7500,89.8887,80.6765
363.1019,0,,,6415.4482,-929.4561,6500.1621,-784.0750,89.9443,80.6156
363.2019,0,,,6417.3940,-929.7790,6502.1079,-784.3978,90.0292,80.5012
363.3019,0,,,6419.4204,-930.1519,6504.1338,-784.7708,90.1313,80.4002
363.4019,0,,,6421.3931,-930.4993,6506.1064,-785.1181,90.2292,80.2844
363.5019,0,,,6423.4448,-930.8935,6508.1582,-785.5123,90.3418,80.1841
363.6019,0,,,6425.4624,-931.2724,6510.1758,-785.8912,90.4527,80.0732
363.7019,0,,,6427.5322,-931.6480,6512.2456,-786.2668,90.5414,79.9984
363.8019,0,,,6429.5820,-932.0031,6514.2954,-786.6219,90.6184,79.9265
363.9019,0,,,6431.6357,-932.3670,6516.3496,-786.9858,90.7020,79.8510
364.0019,0,,,6433.5986,-932.6481,6518.3125,-787.2670,90.7419,79.7794
364.1019,0,,,6435.6655,-933.0798,6520.3794,-787.6986,90.8839,79.6601
364.2019,0,,,6437.7246,-933.4701,6522.4385,-788.0889,90.9902,79.5673
364.3019,0,,,6439.7871,-933.9070,6524.5010,-788.5258,91.1386,79.4416
364.4019,0,,,6441.8184,-934.2898,6526.5322,-788.9086,91.2481,79.3366
364.5019,0,,,6443.8320,-934.6406,6528.5454,-789.2595,91.3343,79.2443
364.6019,0,,,6445.8916,-935.0410,6530.6055,-789.6599,91.4499,79.1446
364.7019,0,,,6447.9536,-935.4154,6532.6675,-790.0342,91.5402,79.0663
364.8019,0,,,6450.0186,-935.8062,6534.7324,-790.4250,91.6450,78.9772
364.9019,0,,,6452.0708,-936.1762,6536.7842,-790.7950,91.7349,78.8954
365.0019,0,,,6454.1108,-936.5403,6538.8247,-791.1591,91.8238,78.8108
365.1019,0,,,6456.1094,-936.8790,6540.8232,-791.4979,91.9041,78.7184
365.2019,0,,,6458.1406,-937.2446,6542.8545,-791.8634,91.9976,78.6266
365.3019,0,,,6460.1636,-937.5900,6544.8774,-792.2089,92.0754,78.5447
365.4019,0,,,6462.2119,-937.9739,6546.9258,-792.5927,92.1797,78.4502
365.5019,0,,,6464.2534,-938.3464,6548.9668,-792.9653,92.2758,78.3598
365.6019,0,,,6466.3013,-938.7369,6551.0146,-793.3557,92.3864,78.2599
365.7019,0,,,6468.3906,-939.1833,6553.1040,-793.8022,92.5340,78.1447
365.8019,0,,,6470.4639,-939.5782,6555.1768,-794.1971,92.6395,78.0579
365.9019,0,,,6472.5142,-939.9466,6557.2271,-794.5654,92.7285,77.9769
366.0019,0,,,6474.6206,-940.3696,6559.3335,-794.9884,92.8481,77.8910
366.1019,0,,,6476.6128,-940.7041,6561.3257,-795.3229,92.9269,77.7972
366.2019,0,,,6478.5908,-940.9871,6563.3037,-795.6059,92.9628,77.7332
366.3019,0,,,6480.6738,-941.3981,6565.3867,-796.0169,93.0798,77.6410
366.4019,0,,,6482.7324,-941.7839,6567.4448,-796.4027,93.1820,77.5520
366.5019,0,,,6484.7324,-942.1357,6569.4448,-796.7546,93.2741,77.4502
366.6019,0,,,6486.7910,-942.5168,6571.5039,-797.1356,93.3721,77.3651
366.7019,0,,,6488.8311,-942.8921,6573.5435,-797.5109,93.4714,77.2716
366.8019,0,,,6490.8965,-943.3235,6575.6089,-797.9424,93.6137,77.1530
366.9019,0,,,6492.9448,-943.6940,6577.6572,-798.3128,93.7055,77.0690
367.0019,0,,,6494.9746,-944.0453,6579.6870,-798.6641,93.7863,76.9872
367.1019,0,,,6496.9897,-944.3815,6581.7026,-799.0003,93.8582,76.9075
367.2019,0,,,6498.9927,-944.7231,6583.7056,-799.3420,93.9396,76.8156
367.3019,0,,,6501.0337,-945.1004,6585.7466,-799.7192,94.0404,76.7216
367.4019,0,,,6503.1196,-945.4717,6587.8325,-800.0906,94.1194,76.6616
367.5019,0,,,6505.1953,-945.8637,6589.9082,-800.4825,94.2213,76.5795
367.6019,0,,,6507.1777,-946.1883,6591.8906,-800.8071,94.2942,76.4869
367.7019,0,,,6509.2217,-946.5602,6593.9346,-801.1790,94.3890,76.3990
367.8019,0,,,6511.2939,-946.9652,6596.0068,-801.5840,94.5043,76.3048
367.9019,0,,,6513.3364,-947.3896,6598.0493,-802.0085,94.6485,76.1765
368.0019,0,,,6515.3926,-947.7459,6600.1055,-802.3647,94.7241,76.1087
368.1019,0,,,6517.4307,-948.1105,6602.1436,-802.7293,94.8142,76.0225
368.2019,0,,,6519.4370,-948.4470,6604.1499,-803.0659,94.8897,75.9363
368.3019,0,,,6521.4854,-948.8009,6606.1982,-803.4197,94.9661,75.8649
368.4019,0,,,6523.5557,-949.2042,6608.2686,-803.8231,95.0803,75.7713
368.5019,0,,,6525.6577,-949.6283,6610.3706,-804.2471,95.2026,75.6829
368.6019,0,,,6527.7139,-949.9996,6612.4268,-804.6185,95.2924,75.6037
368.7019,0,,,6529.6904,-950.3338,6614.4028,-804.9526,95.3765,75.4992
368.8019,0,,,6531.7183,-950.6636,6616.4312,-805.2824,95.4377,75.4329
368.9019,0,,,6533.8047,-951.0402,6618.5176,-805.6591,95.5215,75.3698
369.0019,0,,,6535.8267,-951.4607,6620.5400,-806.0795,95.6695,75.2315
369.1019,0,,,6537.8848,-951.8138,6622.5977,-806.4326,95.7416,75.1669
369.2019,0,,,6539.9189,-952.1415,6624.6323,-806.7603,95.7985,75.1065
369.3019,0,,,6541.9551,-952.4875,6626.6685,-807.1064,95.8721,75.0329
369.4019,0,,,6544.0098,-952.9152,6628.7231,-807.5341,96.0149,74.9108
369.5019,0,,,6546.0850,-953.3148,6630.7979,-807.9336,96.1241,74.8230
369.6019,0,,,6548.1211,-953.6721,6632.8340,-808.2910,96.2082,74.7410
369.7019,0,,,6550.1250,-954.0342,6634.8379,-808.6531,96.3082,74.6344
369.8019,0,,,6552.0596,-954.3416,6636.7725,-808.9604,96.3826,74.5221
369.9019,0,,,6554.1274,-954.7502,6638.8403,-809.3691,96.5029,74.4230
370.0019,0,,,6556.2012,-955.1969,6640.9141,-809.8157,96.6565,74.2996
370.1019,0,,,6558.2539,-955.5682,6642.9673,-810.1870,96.7473,74.2191
370.2019,0,,,6560.2764,-955.9174,6644.9897,-810.5362,96.8287,74.1341
370.3019,0,,,6562.3076,-956.3120,6647.0210,-810.9308,96.9493,74.0212
370.4019,0,,,6564.3457,-956.7066,6649.0591,-811.3254,97.0674,73.9129
370.5019,0,,,6566.4121,-957.1186,6651.1250,-811.7374,97.1911,73.8107
370.6019,0,,,6568.4507,-957.4837,6653.1636,-812.1025,97.2815,73.7247
370.7019,0,,,6570.4761,-957.8497,6655.1890,-812.4686,97.3776,73.6292
370.8019,0,,,6572.5166,-958.1941,6657.2290,-812.8129,97.4479,73.5597
370.9019,0,,,6574.5640,-958.5719,6659.2764,-813.1907,97.5468,73.4705
371.0019,0,,,6576.6079,-958.9345,6661.3203,-813.5533,97.6329,73.3900
371.1019,0,,,6578.6528,-959.2971,6663.3657,-813.9160,97.7187,73.3106
371.2019,0,,,6580.6924,-959.7169,6665.4053,-814.3357,97.8596,73.1848
371.3019,0,,,6582.7803,-960.0959,6667.4927,-814.7148,97.9450,73.1217
371.4019,0,,,6584.8242,-960.4932,6669.5366,-815.1121,98.0634,73.0157
371.5019,0,,,6586.8184,-960.8701,6671.5308,-815.4890,98.1809,72.8913
371.6019,0,,,6588.8301,-961.2965,6673.5425,-815.9153,98.3381,72.7420
371.7019,0,,,6590.8447,-961.6705,6675.5576,-816.2893,98.4453,72.6342
371.8019,0,,,6592.7974,-962.0308,6677.5103,-816.6497,98.5625,72.4940
371.9019,0,,,6594.7656,-962.3725,6679.4780,-816.9913,98.6567,72.3778
372.0019,0,,,6596.7871,-962.7639,6681.5000,-817.3828,98.7778,72.2614
372.1019,0,,,6598.8398,-963.1494,6683.5527,-817.7682,98.8818,72.1704
372.2019,0,,,6600.8579,-963.5250,6685.5703,-818.1439,98.9895,72.0627
372.3019,0,,,6602.8828,-963.8893,6687.5952,-818.5081,99.0841,71.9683
372.4019,0,,,6604.9316,-964.2636,6689.6440,-818.8824,99.1794,71.8826
372.5019,0,,,6606.9941,-964.6774,6691.7065,-819.2963,99.3062,71.7774
372.6019,0,,,6609.0625,-965.0894,6693.7754,-819.7082,99.4294,71.6776
372.7019,0,,,6611.1177,-965.4710,6695.8306,-820.0898,99.5291,71.5910
372.8019,0,,,6613.1597,-965.8641,6697.8726,-820.4830,99.6444,71.4870
372.9019,0,,,6615.2158,-966.2894,6699.9287,-820.9083,99.7845,71.3690
373.0019,0,,,6617.2627,-966.6813,6701.9751,-821.3001,99.8966,71.2694
373.1019,0,,,6619.3076,-967.1144,6704.0200,-821.7332,100.0480,71.1383
373.2019,0,,,6621.3848,-967.5599,6706.0972,-822.1787,100.1993,71.0200
373.3019,0,,,6623.4268,-967.9920,6708.1392,-822.6108,100.3509,70.8878
373.4019,0,,,6625.4600,-968.3943,6710.1724,-823.0131,100.4777,70.7718
373.5019,0,,,6627.4531,-968.7894,6712.1655,-823.4082,100.6125,70.6334
373.6019,0,,,6629.4512,-969.1935,6714.1636,-823.8123,100.7539,70.4918
373.7019,0,,,6631.3804,-969.5519,6716.0928,-824.1708,100.8779,70.3365
373.8019,0,,,6633.4502,-969.9705,6718.1626,-824.5893,101.0065,70.2337
373.9019,0,,,6635.4819,-970.3381,6720.1943,-824.9569,101.1018,70.1417
374.0019,0,,,6637.5059,-970.7215,6722.2183,-825.3403,101.2145,70.0329
374.1019,0,,,6639.4951,-971.1078,6724.2075,-825.7267,101.3427,69.8983
374.2019,0,,,6641.5449,-971.5062,6726.2573,-826.1250,101.4597,69.7967
374.3019,0,,,6643.5674,-971.8657,6728.2798,-826.4846,101.5508,69.7043
374.4019,0,,,6645.5928,-972.2193,6730.3047,-826.8381,101.6353,69.6180
374.5019,0,,,6647.6255,-972.6384,6732.3379,-827.2573,101.7781,69.4896
374.6019,0,,,6649.6724,-973.0417,6734.3848,-827.6606,101.9009,69.3824
374.7019,0,,,6651.7139,-973.4509,6736.4263,-828.0697,102.0313,69.2671
374.8019,0,,,6653.7480,-973.8608,6738.4604,-828.4797,102.1650,69.1463
374.9019,0,,,6655.8057,-974.2659,6740.5181,-828.8847,102.2857,69.0451
375.0019,0,,,6657.8252,-974.6407,6742.5381,-829.2596,102.3919,68.9403
375.1019,0,,,6659.8740,-975.0973,6744.5869,-829.7161,102.5638,68.7959
375.2019,0,,,6661.9199,-975.4227,6746.6323,-830.0416,102.6145,68.7442
375.3019,0,,,6663.9414,-975.8528,6748.6538,-830.4717,102.7717,68.6002
375.4019,0,,,6665.9653,-976.2467,6750.6777,-830.8655,102.8940,68.4844
375.5019,0,,,6667.9863,-976.6264,6752.6992,-831.2452,103.0044,68.3769
375.6019,0,,,6670.0186,-977.0422,6754.7314,-831.6610,103.1444,68.2508
375.7019,0,,,6672.0449,-977.4539,6756.7578,-832.0727,103.2825,68.1237
375.8019,0,,,6674.0854,-977.8510,6758.7979,-832.4698,103.4019,68.0169
375.9019,0,,,6676.0029,-978.1680,6760.7153,-832.7869,103.4916,67.8827
376.0019,0,,,6678.0151,-978.5341,6762.7275,-833.1530,103.5926,67.7786
376.1019,0,,,6680.0303,-978.9103,6764.7427,-833.5291,103.7018,67.6694
376.2019,0,,,6682.0649,-979.3147,6766.7773,-833.9335,103.8302,67.5532
376.3019,0,,,6684.0859,-979.7258,6768.7983,-834.3446,103.9697,67.4232
376.4019,0,,,6686.1221,-980.1345,6770.8345,-834.7533,104.1016,67.3051
376.5019,0,,,6688.0996,-980.4866,6772.8115,-835.1055,104.2022,67.1868
376.6019,0,,,6690.1890,-980.9028,6774.9009,-835.5216,104.3216,67.1003
376.7019,0,,,6692.2031,-981.2881,6776.9155,-835.9069,104.4395,66.9845
376.8019,0,,,6694.2026,-981.6779,6778.9150,-836.2967,104.5672,66.8547
376.9019,0,,,6696.2334,-982.0396,6780.9458,-836.6584,104.6573,66.7667
377.0019,0,,,6698.2676,-982.4236,6782.9800,-837.0424,104.7669,66.6652
377.1019,0,,,6700.3086,-982.8334,6785.0210,-837.4522,104.8978,66.5503
377.2019,0,,,6702.3809,-983.3110,6787.0938,-837.9298,105.0806,66.4087
377.3019,0,,,6704.4141,-983.7081,6789.1270,-838.3270,105.2028,66.2971
377.4019,0,,,6706.4316,-984.0988,6791.1450,-838.7177,105.3247,66.1798
377.5019,0,,,6708.4927,-984.5521,6793.2061,-839.1709,105.4888,66.0481
377.6019,0,,,6710.5215,-984.9784,6795.2349,-839.5972,105.6398,65.9129
377.7019,0,,,6712.5854,-985.3660,6797.2988,-839.9848,105.7418,65.8300
377.8019,0,,,6714.6084,-985.7537,6799.3218,-840.3725,105.8589,65.7183
377.9019,0,,,6716.6455,-986.1524,6801.3594,-840.7712,105.9810,65.6094
378.0019,0,,,6718.6846,-986.5300,6803.3984,-841.1489,106.0829,65.5162
378.1019,0,,,6720.7275,-986.9371,6805.4414,-841.5559,106.2108,65.4049
378.2019,0,,,6722.7568,-987.4035,6807.4707,-842.0223,106.3989,65.2420
378.3019,0,,,6724.8296,-987.8405,6809.5430,-842.4593,106.5436,65.1306
378.4019,0,,,6726.8486,-988.2412,6811.5620,-842.8600,106.6743,65.0071
378.5019,0,,,6728.8735,-988.6469,6813.5869,-843.2657,106.8075,64.8843
378.6019,0,,,6730.8955,-989.0778,6815.6089,-843.6966,106.9652,64.7417
378.7019,0,,,6732.9375,-989.4736,6817.6514,-844.0925,107.0828,64.6388
378.8019,0,,,6734.9111,-989.8547,6819.6250,-844.4735,107.2117,64.4972
378.9019,0,,,6736.9927,-990.2873,6821.7061,-844.9061,107.3493,64.3954
379.0019,0,,,6739.0225,-990.7001,6823.7363,-845.3190,107.4874,64.2716
379.1019,0,,,6741.0366,-991.0828,6825.7505,-845.7017,107.6028,64.1580
379.2019,0,,,6743.0781,-991.5117,6827.7920,-846.1306,107.7516,64.0310
379.3019,0,,,6745.0977,-991.9243,6829.8115,-846.5432,107.8932,63.8999
379.4019,0,,,6747.1279,-992.3111,6831.8423,-846.9299,108.0068,63.7949
379.5019,0,,,6749.1221,-992.6634,6833.8359,-847.2822,108.1014,63.6878
379.6019,0,,,6751.1338,-993.0722,6835.8477,-847.6910,108.2421,63.5542
379.7019,0,,,6753.1934,-993.4901,6837.9077,-848.1089,108.3740,63.4484
379.8019,0,,,6755.2305,-993.8980,6839.9448,-848.5168,108.5048,63.3333
379.9019,0,,,6757.2856,-994.3441,6842.0000,-848.9629,108.6646,63.2046
380.0019,0,,,6759.3428,-994.7759,6844.0571,-849.3947,108.8102,63.0877
380.1019,0,,,6761.3838,-995.2068,6846.0986,-849.8257,108.9611,62.9600
380.2019,0,,,6763.4004,-995.5941,6848.1152,-850.2130,109.0801,62.8449
380.3019,0,,,6765.4385,-996.0058,6850.1533,-850.6246,109.2141,62.7283
380.4019,0,,,6767.4971,-996.4317,6852.2114,-851.0505,109.3537,62.6166
380.5019,0,,,6769.5522,-996.8762,6854.2671,-851.4951,109.5121,62.4901
380.6019,0,,,6771.5713,-997.2793,6856.2861,-851.8981,109.6450,62.3660
380.7019,0,,,6773.6143,-997.6896,6858.3291,-852.3085,109.7759,62.2541
380.8019,0,,,6775.6489,-998.0824,6860.3633,-852.7012,109.8933,62.1486
380.9019,0,,,6777.6641,-998.4631,6862.3789,-853.0819,110.0067,62.0376
381.0019,0,,,6779.7109,-998.8820,6864.4253,-853.5009,110.1443,61.9224
381.1019,0,,,6781.7744,-999.3253,6866.4888,-853.9441,110.2985,61.8031
381.2019,0,,,6783.8018,-999.7090,6868.5161,-854.3279,110.4102,61.6989
381.3019,0,,,6785.8384,-1000.1030,6870.5527,-854.7218,110.5281,61.5942
381.4019,0,,,6787.8564,-1000.5538,6872.5703,-855.1726,110.7058,61.4366
381.5019,0,,,6789.8657,-1000.8837,6874.5801,-855.5025,110.7740,61.3564
381.6019,0,,,6791.8984,-1001.2761,6876.6123,-855.8949,110.8918,61.2500
381.7019,0,,,6793.9287,-1001.6899,6878.6426,-856.3087,111.0306,61.1272
381.8019,0,,,6795.9624,-1002.0817,6880.6763,-856.7005,111.1476,61.0220
381.9019,0,,,6797.9922,-1002.4608,6882.7061,-857.0797,111.2543,60.9227
382.0019,0,,,6800.0527,-1002.9221,6884.7671,-857.5410,111.4262,60.7904
382.1019,0,,,6802.0811,-1003.2455,6886.7949,-857.8644,111.4814,60.7278
382.2019,0,,,6804.1094,-1003.6368,6888.8232,-858.2556,111.5999,60.6193
382.3019,0,,,6806.1333,-1004.0364,6890.8472,-858.6552,111.7277,60.5018
382.4019,0,,,6808.2139,-1004.4545,6892.9277,-859.0733,111.8524,60.4133
382.5019,0,,,6810.1914,-1004.8057,6894.9053,-859.4245,111.9516,60.2953
382.6019,0,,,6812.2158,-1005.2280,6896.9297,-859.8468,112.1005,60.1629
382.7019,0,,,6814.2666,-1005.6183,6898.9805,-860.2371,112.2100,60.0717
382.8019,0,,,6816.4326,-1006.1879,6901.1470,-860.8067,112.4450,59.9444
382.9019,0,,,6818.4395,-1006.5586,6903.1533,-861.1774,112.5519,59.8343
383.0019,0,,,6820.4634,-1006.9377,6905.1777,-861.5566,112.6607,59.7315
383.1019,0,,,6822.4854,-1007.3508,6907.1992,-861.9696,112.8017,59.6038
383.2019,0,,,6824.4912,-1007.7649,6909.2051,-862.3837,112.9496,59.4637
383.3019,0,,,6826.4951,-1008.1655,6911.2095,-862.7843,113.0855,59.3322
383.4019,0,,,6828.5771,-1008.6087,6913.2915,-863.2275,113.2330,59.2291
383.5019,0,,,6830.6084,-1009.0244,6915.3223,-863.6432,113.3732,59.1067
383.6019,0,,,6832.6270,-1009.3629,6917.3413,-863.9817,113.4460,59.0275
383.7019,0,,,6834.7397,-1009.8143,6919.4536,-864.4331,113.5900,58.9422
383.8019,0,,,6836.7720,-1010.2081,6921.4863,-864.8269,113.7094,58.8362
383.9019,0,,,6838.7900,-1010.5994,6923.5044,-865.2183,113.8316,58.7209
384.0019,0,,,6840.8218,-1010.9722,6925.5356,-865.5910,113.9316,58.6279
384.1019,0,,,6842.8677,-1011.3513,6927.5820,-865.9702,114.0323,58.5422
384.2019,0,,,6844.9238,-1011.7327,6929.6382,-866.3515,114.1315,58.4621
384.3019,0,,,6846.9590,-1012.1665,6931.6733,-866.7853,114.2872,58.3315
384.4019,0,,,6848.9956,-1012.5588,6933.7100,-867.1777,114.4037,58.2297
384.5019,0,,,6851.0352,-1012.9459,6935.7495,-867.5647,114.5140,58.1340
384.6019,0,,,6853.0908,-1013.3445,6937.8047,-867.9634,114.6296,58.0419
384.7019,0,,,6855.1455,-1013.7528,6939.8594,-868.3716,114.7544,57.9433
384.8019,0,,,6857.1841,-1014.1345,6941.8979,-868.7534,114.8603,57.8502
384.9019,0,,,6859.2222,-1014.5148,6943.9360,-869.1337,114.9649,57.7580
385.0019,0,,,6861.2466,-1014.9152,6945.9604,-869.5341,115.0933,57.6420
385.1019,0,,,6863.2900,-1015.3138,6948.0039,-869.9326,115.2131,57.5417
385.2019,0,,,6865.3330,-1015.7214,6950.0469,-870.3403,115.3416,57.4350
385.3019,0,,,6867.3477,-1016.1565,6952.0610,-870.7753,115.5057,57.2891
385.4019,0,,,6869.3574,-1016.5400,6954.0713,-871.1589,115.6236,57.1737
385.5019,0,,,6871.3926,-1016.9833,6956.1060,-871.6022,115.7882,57.0377
385.6019,0,,,6873.4116,-1017.3895,6958.1250,-872.0083,115.9238,56.9143
385.7019,0,,,6875.4463,-1017.8337,6960.1592,-872.4525,116.0895,56.7776
385.8019,0,,,6877.4727,-1018.2126,6962.1855,-872.8315,116.1970,56.6779
385.9019,0,,,6879.4971,-1018.6469,6964.2100,-873.2657,116.3570,56.5405
386.0019,0,,,6881.5645,-1019.0673,6966.2773,-873.6862,116.4886,56.4449
386.1019,0,,,6883.5952,-1019.4473,6968.3081,-874.0661,116.5957,56.3477
386.2019,0,,,6885.6396,-1019.8549,6970.3525,-874.4738,116.7235,56.2435
386.3019,0,,,6887.6519,-1020.2499,6972.3647,-874.8688,116.8513,56.1225
386.4019,0,,,6889.6943,-1020.6733,6974.4077,-875.2922,116.9946,56.0068
386.5019,0,,,6891.7080,-1021.0609,6976.4209,-875.6797,117.1149,55.8915
386.6019,0,,,6893.7236,-1021.4435,6978.4365,-876.0623,117.2296,55.7818
386.7019,0,,,6895.7822,-1021.8469,6980.4951,-876.4657,117.3486,55.6911
386.8019,0,,,6897.7949,-1022.2297,6982.5078,-876.8485,117.4647,55.5787
386.9019,0,,,6899.8120,-1022.6113,6984.5249,-877.2302,117.5783,55.4703
387.0019,0,,,6901.8491,-1023.0446,6986.5620,-877.6635,117.7326,55.3446
387.1019,0,,,6903.8984,-1023.4724,6988.6113,-878.0912,117.8776,55.2316
387.2019,0,,,6905.9395,-1023.8746,6990.6523,-878.4934,118.0018,55.1287
387.3019,0,,,6907.9639,-1024.2921,6992.6772,-878.9109,118.1461,55.0037
387.4019,0,,,6909.9888,-1024.7218,6994.7017,-879.3406,118.3015,54.8710
387.5019,0,,,6911.9849,-1025.1001,6996.6978,-879.7189,118.4195,54.7490
387.6019,0,,,6914.0273,-1025.5469,6998.7402,-880.1656,118.5847,54.6192
387.7019,0,,,6916.0620,-1025.9672,7000.7749,-880.5860,118.7279,54.5004
387.8019,0,,,6918.0845,-1026.3502,7002.7974,-880.9691,118.8407,54.3962
387.9019,0,,,6920.1328,-1026.7556,7004.8462,-881.3745,118.9652,54.2979
388.0019,0,,,6922.1621,-1027.1897,7006.8755,-881.8086,119.1233,54.1665
388.1019,0,,,6924.2603,-1027.6348,7008.9736,-882.2535,119.2669,54.0819
388.2019,0,,,6926.3193,-1028.0697,7011.0327,-882.6885,119.4150,53.9739
388.3019,0,,,6928.3018,-1028.4722,7013.0151,-883.0911,119.5604,53.8263
388.4019,0,,,6930.3145,-1028.8687,7015.0278,-883.4875,119.6893,53.7061
388.5019,0,,,6932.2920,-1029.2241,7017.0059,-883.8430,119.7925,53.5846
388.6019,0,,,6934.3564,-1029.6868,7019.0698,-884.3057,119.9645,53.4635
388.7019,0,,,6936.4097,-1030.1016,7021.1230,-884.7203,120.0961,53.3638
388.8019,0,,,6938.4258,-1030.5410,7023.1387,-885.1598,120.2639,53.2194
388.9019,0,,,6940.4229,-1030.9382,7025.1357,-885.5571,120.3991,53.0868
389.0019,0,,,6942.4761,-1031.3745,7027.1890,-885.9933,120.5507,52.9742
389.1019,0,,,6944.5317,-1031.7637,7029.2446,-886.3824,120.6572,52.8932
389.2019,0,,,6946.5615,-1032.1669,7031.2739,-886.7857,120.7863,52.7824
389.3019,0,,,6948.5762,-1032.5895,7033.2891,-887.2083,120.9390,52.6486
389.4019,0,,,6950.6084,-1032.9910,7035.3213,-887.6097,121.0655,52.5415
389.5019,0,,,6952.6743,-1033.4215,7037.3872,-888.0403,121.2071,52.4435
389.6019,0,,,6954.7065,-1033.8710,7039.4194,-888.4898,121.3785,52.3071
389.7019,0,,,6956.7998,-1034.3157,7041.5127,-888.9345,121.5237,52.2223
389.8019,0,,,6958.7637,-1034.7024,7043.4766,-889.3213,121.6609,52.0704
389.9019,0,,,6960.7969,-1035.1155,7045.5098,-889.7343,121.7978,51.9579
390.0019,0,,,6962.8330,-1035.5500,7047.5454,-890.1689,121.9540,51.8340
390.1019,0,,,6964.9834,-1036.0239,7049.6963,-890.6428,122.1061,51.7783
390.2019,0,,,6967.0576,-1036.4656,7051.7705,-891.0845,122.2554,51.6815
390.3019,0,,,6969.0708,-1036.7794,7053.7832,-891.3983,122.3066,51.6131
390.4019,0,,,6971.1074,-1037.2092,7055.8203,-891.8281,122.4582,51.4939
390.5019,0,,,6973.1074,-1037.5234,7057.8203,-892.1422,122.5147,51.4148
390.6019,0,,,6975.2007,-1037.9451,7059.9136,-892.5638,122.6385,51.3457
390.7019,0,,,6977.2324,-1038.3632,7061.9453,-892.9820,122.7805,51.2300
390.8019,0,,,6979.2959,-1038.7537,7064.0088,-893.3726,122.8858,51.1560
