Time_s,gps_valid,gnss_east_m,gnss_north_m,fused_east_m,fused_north_m,pure_east_m,pure_north_m,err_fused_m,err_pure_m
201.0019,1,3407.3477,153.9357,3407.3477,153.9357,3484.2583,299.3832,0.0000,164.5304
201.1019,1,3408.8188,152.2371,3408.8188,152.2371,3485.7930,297.9828,0.0000,164.8236
201.2019,1,3410.2900,150.7508,3410.2900,150.7508,3487.3245,296.5793,0.0000,164.9250
201.3019,1,3411.7612,149.4768,3411.7612,149.4768,3488.8518,295.1714,0.0000,164.8328
201.4019,1,3413.2324,148.4152,3413.2324,148.4152,3490.3818,293.7664,0.0000,164.5569
201.5019,1,3413.2324,148.4152,3413.2324,148.4152,3491.9106,292.3624,0.0000,164.0459
201.6019,1,3416.9106,146.0797,3416.9106,146.0797,3493.4419,290.9579,0.0000,163.8497
201.7019,1,3418.3818,144.5934,3418.3818,144.5934,3494.9717,289.5512,0.0000,163.9475
201.8019,1,3419.8530,143.3194,3419.8530,143.3194,3496.4934,288.1519,0.0000,163.8603
201.9019,1,3421.3242,141.8331,3421.3242,141.8331,3498.0088,286.7501,0.0000,163.9557
202.0019,1,3422.7954,140.3469,3422.7954,140.3469,3499.5269,285.3492,0.0000,164.0531
202.1019,1,3424.2666,139.0729,3424.2666,139.0729,3501.0454,283.9469,0.0000,163.9617
202.2019,1,3425.7380,137.5866,3425.7380,137.5866,3502.5598,282.5397,0.0000,164.0517
202.3019,1,3427.9446,136.3127,3427.9446,136.3127,3504.0759,281.1381,0.0000,163.6166
202.4019,1,3429.4160,134.8264,3429.4160,134.8264,3505.5940,279.7399,0.0000,163.7162
202.5019,1,3429.4160,134.8264,3429.4160,134.8264,3507.1118,278.3416,0.0000,163.1970
202.6019,1,3432.3584,132.0662,3432.3584,132.0662,3508.6296,276.9434,0.0000,163.7276
202.7019,1,3433.8296,130.5799,3433.8296,130.5799,3510.1465,275.5441,0.0000,163.8258
202.8019,1,3435.3008,129.0936,3435.3008,129.0936,3511.6599,274.1411,0.0000,163.9192
202.9019,1,3436.7722,127.8197,3436.7722,127.8197,3513.1729,272.7396,0.0000,163.8256
203.0019,1,3438.2432,126.3334,3438.2432,126.3334,3514.6853,271.3392,0.0000,163.9209
203.1019,1,3439.7146,124.8471,3439.7146,124.8471,3516.1970,269.9389,0.0000,164.0158
203.2019,1,3441.1858,123.5732,3441.1858,123.5732,3517.7090,268.5363,0.0000,163.9211
203.3019,1,3442.6567,122.0869,3442.6567,122.0869,3519.2173,267.1363,0.0000,164.0148
203.4019,1,3444.1282,120.8130,3444.1282,120.8130,3520.7219,265.7415,0.0000,163.9234
203.5019,1,3444.1282,120.8130,3444.1282,120.8130,3522.2273,264.3461,0.0000,163.4051
203.6019,1,3447.0708,117.8404,3447.0708,117.8404,3523.7339,262.9548,0.0000,164.1202
203.7019,1,3448.5417,116.5665,3448.5417,116.5665,3525.2405,261.5641,0.0000,164.0336
203.8019,1,3450.0132,115.0802,3450.0132,115.0802,3526.7463,260.1727,0.0000,164.1335
203.9019,1,3452.2200,113.8062,3452.2200,113.8062,3528.2515,258.7805,0.0000,163.7019
204.0019,1,3453.6909,112.3200,3453.6909,112.3200,3529.7546,257.3861,0.0000,163.7983
204.1019,1,3455.1624,110.8337,3455.1624,110.8337,3531.2559,255.9897,0.0000,163.8917
204.2019,1,3456.6335,109.5598,3456.6335,109.5598,3532.7554,254.5935,0.0000,163.7966
204.3019,1,3458.1050,108.0735,3458.1050,108.0735,3534.2542,253.1982,0.0000,163.8898
204.4019,1,3459.5759,106.7995,3459.5759,106.7995,3535.7568,251.8039,0.0000,163.7980
204.5019,1,3459.5759,106.7995,3459.5759,106.7995,3537.2590,250.4099,0.0000,163.2746
204.6019,1,3462.5186,103.8270,3462.5186,103.8270,3538.7583,249.0220,0.0000,163.9942
204.7019,1,3463.9897,102.5530,3463.9897,102.5530,3540.2571,247.6298,0.0000,163.9023
204.8019,1,3465.4609,101.0667,3465.4609,101.0667,3541.7485,246.2376,0.0000,163.9951
204.9019,1,3466.9321,99.7928,3466.9321,99.7928,3543.2388,244.8445,0.0000,163.8984
205.0019,1,3468.4033,98.3065,3468.4033,98.3065,3544.7292,243.4552,0.0000,163.9933
205.1019,1,3469.8745,97.0326,3469.8745,97.0326,3546.2234,242.0706,0.0000,163.9060
205.2019,1,3471.3457,95.5463,3471.3457,95.5463,3547.7202,240.6893,0.0000,164.0109
205.3019,1,3472.8169,94.2723,3472.8169,94.2723,3549.2156,239.3080,0.0000,163.9272
205.4019,1,3474.2881,92.7860,3474.2881,92.7860,3550.7078,237.9244,0.0000,164.0278
205.5019,1,3474.2881,92.7860,3474.2881,92.7860,3552.1995,236.5411,0.0000,163.5105
205.6019,1,3477.2307,90.0258,3477.2307,90.0258,3553.6833,235.1548,0.0000,164.0349
205.7019,1,3478.7021,88.5396,3478.7021,88.5396,3555.1670,233.7717,0.0000,164.1318
205.8019,1,3480.1731,87.2656,3480.1731,87.2656,3556.6504,232.3894,0.0000,164.0418
205.9019,1,3481.6445,85.7793,3481.6445,85.7793,3558.1331,231.0078,0.0000,164.1395
206.0019,1,3483.1157,84.5054,3483.1157,84.5054,3559.6160,229.6248,0.0000,164.0486
206.1019,1,3484.5869,83.0191,3484.5869,83.0191,3561.0947,228.2425,0.0000,164.1441
206.2019,1,3486.0581,81.7451,3486.0581,81.7451,3562.5703,226.8578,0.0000,164.0482
206.3019,1,3487.5293,80.2589,3487.5293,80.2589,3564.0432,225.4704,0.0000,164.1364
206.4019,1,3489.0002,78.7726,3489.0002,78.7726,3565.5154,224.0825,0.0000,164.2240
206.5019,1,3489.0002,78.7726,3489.0002,78.7726,3566.9875,222.6946,0.0000,163.6935
206.6019,1,3491.9429,76.0124,3491.9429,76.0124,3568.4617,221.3088,0.0000,164.2139
206.7019,1,3493.4141,74.7384,3493.4141,74.7384,3569.9387,219.9261,0.0000,164.1204
206.8019,1,3494.8853,73.2521,3494.8853,73.2521,3571.4160,218.5460,0.0000,164.2171
206.9019,1,3496.3564,71.9782,3496.3564,71.9782,3572.8916,217.1689,0.0000,164.1279
207.0019,1,3497.8279,70.4919,3497.8279,70.4919,3574.3643,215.7946,0.0000,164.2276
207.1019,1,3499.2988,69.2180,3499.2988,69.2180,3575.8340,214.4185,0.0000,164.1366
207.2019,1,3500.7705,67.7317,3500.7705,67.7317,3577.3013,213.0391,0.0000,164.2291
207.3019,1,3502.2415,66.4578,3502.2415,66.4578,3578.7649,211.6603,0.0000,164.1329
207.4019,1,3503.7124,64.9715,3503.7124,64.9715,3580.2275,210.2814,0.0000,164.2241
207.5019,1,3503.7124,64.9715,3503.7124,64.9715,3581.6904,208.9025,0.0000,163.6970
207.6019,1,3506.6550,62.2112,3506.6550,62.2112,3583.1580,207.5269,0.0000,164.2234
207.7019,1,3508.1265,60.9373,3508.1265,60.9373,3584.6255,206.1527,0.0000,164.1329
207.8019,1,3509.5977,59.4510,3509.5977,59.4510,3586.0906,204.7764,0.0000,164.2274
207.9019,1,3511.0688,58.1771,3511.0688,58.1771,3587.5537,203.3986,0.0000,164.1318
208.0019,1,3512.5400,56.6908,3512.5400,56.6908,3589.0151,202.0195,0.0000,164.2220
208.1019,1,3514.0112,55.2045,3514.0112,55.2045,3590.4763,200.6392,0.0000,164.3112
208.2019,1,3515.4824,53.9306,3515.4824,53.9306,3591.9392,199.2607,0.0000,164.2147
208.3019,1,3516.9536,52.4443,3516.9536,52.4443,3593.4043,197.8848,0.0000,164.3096
208.4019,1,3518.4248,51.1703,3518.4248,51.1703,3594.8718,196.5110,0.0000,164.2196
208.5019,1,3518.4248,51.1703,3518.4248,51.1703,3596.3369,195.1395,0.0000,163.6991
208.6019,1,3521.3672,48.4101,3521.3672,48.4101,3597.7959,193.7723,0.0000,164.2301
208.7019,1,3522.8384,47.1361,3522.8384,47.1361,3599.2524,192.4045,0.0000,164.1402
208.8019,1,3524.3098,45.6499,3524.3098,45.6499,3600.7075,191.0357,0.0000,164.2365
208.9019,1,3525.7808,44.3759,3525.7808,44.3759,3602.1643,189.6686,0.0000,164.1476
209.0019,1,3527.2522,42.8896,3527.2522,42.8896,3603.6240,188.3047,0.0000,164.2504
209.1019,1,3528.7234,41.6157,3528.7234,41.6157,3605.0857,186.9435,0.0000,164.1687
209.2019,1,3530.1948,40.1294,3530.1948,40.1294,3606.5483,185.5800,0.0000,164.2733
209.3019,1,3531.6658,38.8555,3531.6658,38.8555,3608.0061,184.2138,0.0000,164.1855
209.4019,1,3533.1372,37.3692,3533.1372,37.3692,3609.4590,182.8427,0.0000,164.2789
209.5019,1,3533.1372,37.3692,3533.1372,37.3692,3610.9104,181.4732,0.0000,163.7518
209.6019,1,3536.0796,34.6090,3536.0796,34.6090,3612.3638,180.1056,0.0000,164.2819
209.7019,1,3537.5508,33.3350,3537.5508,33.3350,3613.8210,178.7428,0.0000,164.1968
209.8019,1,3539.0220,31.8488,3539.0220,31.8488,3615.2822,177.3825,0.0000,164.3037
209.9019,1,3540.4932,30.5748,3540.4932,30.5748,3616.7419,176.0199,0.0000,164.2198
210.0019,1,3541.9644,29.3008,3541.9644,29.3008,3618.1968,174.6512,0.0000,164.1283
210.1019,1,3543.4355,27.8146,3543.4355,27.8146,3619.6436,173.2793,0.0000,164.2183
210.2019,1,3544.9067,26.5406,3544.9067,26.5406,3621.0886,171.9084,0.0000,164.1203
210.3019,1,3546.3779,25.0544,3546.3779,25.0544,3622.5376,170.5434,0.0000,164.2174
210.4019,1,3547.8491,23.7804,3547.8491,23.7804,3623.9900,169.1896,0.0000,164.1379
210.5019,1,3547.8491,23.7804,3547.8491,23.7804,3625.4424,167.8356,0.0000,163.6234
210.6019,1,3550.7920,21.0202,3550.7920,21.0202,3626.9016,166.4906,0.0000,164.1777
210.7019,1,3552.2629,19.7462,3552.2629,19.7462,3628.3572,165.1418,0.0000,164.1043
210.8019,1,3553.7344,18.2599,3553.7344,18.2599,3629.8081,163.7883,0.0000,164.2124
210.9019,1,3555.2056,16.9860,3555.2056,16.9860,3631.2542,162.4294,0.0000,164.1255
211.0019,1,3555.9409,15.4997,3555.9409,15.4997,3632.6956,161.0684,0.0000,164.5646
211.1019,1,3557.4121,14.2258,3557.4121,14.2258,3634.1345,159.7106,0.0000,164.4754
211.2019,1,3558.8835,12.9518,3558.8835,12.9518,3635.5769,158.3557,0.0000,164.3903
211.3019,1,3560.3547,11.4655,3560.3547,11.4655,3637.0242,157.0062,0.0000,164.5001
211.4019,1,3561.8259,10.1916,3561.8259,10.1916,3638.4736,155.6612,0.0000,164.4271
211.5019,1,3561.8259,10.1916,3561.8259,10.1916,3639.9229,154.3163,0.0000,163.9240
211.6019,1,3564.7683,7.4314,3564.7683,7.4314,3641.3689,152.9734,0.0000,164.4693
211.7019,1,3566.2395,6.1574,3566.2395,6.1574,3642.8120,151.6235,0.0000,164.3890
211.8019,1,3567.7109,4.6711,3567.7109,4.6711,3644.2498,150.2726,0.0000,164.4931
211.9019,1,3569.1819,3.3972,3569.1819,3.3972,3645.6853,148.9203,0.0000,164.4072
212.0019,1,3570.6533,1.9109,3570.6533,1.9109,3647.1250,147.5726,0.0000,164.5152
212.1019,1,3572.1245,0.6370,3572.1245,0.6370,3648.5698,146.2305,0.0000,164.4426
212.2019,1,3573.5957,-0.6370,3573.5957,-0.6370,3650.0161,144.8902,0.0000,164.3723
212.3019,1,3575.0669,-2.1233,3575.0669,-2.1233,3651.4600,143.5480,0.0000,164.4871
212.4019,1,3576.5381,-3.3972,3576.5381,-3.3972,3652.8984,142.1999,0.0000,164.4063
212.5019,1,3576.5381,-3.3972,3576.5381,-3.3972,3654.3374,140.8516,0.0000,163.8916
212.6019,1,3579.4805,-6.1574,3579.4805,-6.1574,3655.7717,139.4981,0.0000,164.4259
212.7019,1,3580.9517,-7.4314,3580.9517,-7.4314,3657.2075,138.1504,0.0000,164.3441
212.8019,1,3582.4229,-8.7053,3582.4229,-8.7053,3658.6467,136.8088,0.0000,164.2694
212.9019,1,3583.8940,-10.1916,3583.8940,-10.1916,3660.0916,135.4704,0.0000,164.3882
213.0019,1,3585.3655,-11.4656,3585.3655,-11.4656,3661.5371,134.1361,0.0000,164.3227
213.1019,1,3586.8367,-12.7395,3586.8367,-12.7395,3662.9768,132.8021,0.0000,164.2549
213.2019,1,3588.3079,-14.2258,3588.3079,-14.2258,3664.4109,131.4633,0.0000,164.3684
213.3019,1,3589.7791,-15.4997,3589.7791,-15.4997,3665.8413,130.1196,0.0000,164.2877
213.4019,1,3590.5146,-16.9860,3590.5146,-16.9860,3667.2681,128.7751,0.0000,164.7343
213.5019,1,3590.5146,-16.9860,3590.5146,-16.9860,3668.6943,127.4310,0.0000,164.2204
213.6019,1,3593.4573,-19.5339,3593.4573,-19.5339,3670.1301,126.0972,0.0000,164.5817
213.7019,1,3594.9282,-20.8079,3594.9282,-20.8079,3671.5681,124.7656,0.0000,164.5154
213.8019,1,3596.3997,-22.2941,3596.3997,-22.2941,3673.0056,123.4335,0.0000,164.6360
213.9019,1,3597.8706,-23.5681,3597.8706,-23.5681,3674.4392,122.0972,0.0000,164.5635
214.0019,1,3599.3420,-24.8421,3599.3420,-24.8421,3675.8667,120.7558,0.0000,164.4833
214.1019,1,3600.8132,-26.3283,3600.8132,-26.3283,3677.2917,119.4110,0.0000,164.5871
214.2019,1,3602.2847,-27.6023,3602.2847,-27.6023,3678.7197,118.0690,0.0000,164.5066
214.3019,1,3603.7556,-28.8762,3603.7556,-28.8762,3680.1499,116.7320,0.0000,164.4319
214.4019,1,3605.2268,-30.3625,3605.2268,-30.3625,3681.5825,115.4008,0.0000,164.5513
214.5019,1,3605.2268,-30.3625,3605.2268,-30.3625,3683.0176,114.0673,0.0000,164.0468
214.6019,1,3608.1694,-32.9104,3608.1694,-32.9104,3684.4485,112.7335,0.0000,164.4100
214.7019,1,3609.6406,-34.3967,3609.6406,-34.3967,3685.8750,111.3934,0.0000,164.5188
214.8019,1,3611.1118,-35.6706,3611.1118,-35.6706,3687.2949,110.0535,0.0000,164.4366
214.9019,1,3612.5830,-36.9446,3612.5830,-36.9446,3688.7139,108.7153,0.0000,164.3554
215.0019,1,3614.0542,-38.4308,3614.0542,-38.4308,3690.1396,107.3812,0.0000,164.4693
215.1019,1,3614.7900,-39.7048,3614.7900,-39.7048,3691.5659,106.0530,0.0000,164.7419
215.2019,1,3616.2610,-40.9788,3616.2610,-40.9788,3692.9937,104.7272,0.0000,164.6759
215.3019,1,3617.7324,-42.4650,3617.7324,-42.4650,3694.4207,103.4020,0.0000,164.7977
215.4019,1,3619.2036,-43.7390,3619.2036,-43.7390,3695.8447,102.0739,0.0000,164.7279
215.5019,1,3619.2036,-43.7390,3619.2036,-43.7390,3697.2690,100.7458,0.0000,164.2257
215.6019,1,3622.1460,-46.2869,3622.1460,-46.2869,3698.6904,99.4149,0.0000,164.5845
215.7019,1,3623.6172,-47.7731,3623.6172,-47.7731,3700.1118,98.0862,0.0000,164.7009
215.8019,1,3625.0884,-49.0471,3625.0884,-49.0471,3701.5374,96.7597,0.0000,164.6331
215.9019,1,3626.5596,-50.3211,3626.5596,-50.3211,3702.9685,95.4387,0.0000,164.5729
216.0019,1,3628.0308,-51.5950,3628.0308,-51.5950,3704.4062,94.1251,0.0000,164.5222
216.1019,1,3629.5020,-53.0813,3629.5020,-53.0813,3705.8438,92.8167,0.0000,164.6641
216.2019,1,3630.9731,-54.3552,3630.9731,-54.3552,3707.2769,91.5048,0.0000,164.6129
216.3019,1,3632.4443,-55.6292,3632.4443,-55.6292,3708.7004,90.1832,0.0000,164.5486
216.4019,1,3633.9158,-56.9031,3633.9158,-56.9031,3710.1201,88.8587,0.0000,164.4798
216.5019,1,3633.9158,-56.9031,3633.9158,-56.9031,3711.5413,87.5331,0.0000,163.9742
216.6019,1,3636.8582,-59.6633,3636.8582,-59.6633,3712.9500,86.1953,0.0000,164.5136
216.7019,1,3637.5938,-60.9373,3637.5938,-60.9373,3714.3481,84.8545,0.0000,164.7619
216.8019,1,3639.0649,-62.2113,3639.0649,-62.2113,3715.7427,83.5121,0.0000,164.6656
216.9019,1,3640.5361,-63.6975,3640.5361,-63.6975,3717.1421,82.1692,0.0000,164.7592
217.0019,1,3642.0073,-64.9715,3642.0073,-64.9715,3718.5513,80.8321,0.0000,164.6744
217.1019,1,3643.4785,-66.2454,3643.4785,-66.2454,3719.9666,79.5090,0.0000,164.6049
217.2019,1,3644.9500,-67.7317,3644.9500,-67.7317,3721.3892,78.1964,0.0000,164.7360
217.3019,1,3646.4209,-69.0057,3646.4209,-69.0057,3722.8132,76.8865,0.0000,164.6824
217.4019,1,3647.8923,-70.2796,3647.8923,-70.2796,3724.2319,75.5703,0.0000,164.6206
217.5019,1,3647.8923,-70.2796,3647.8923,-70.2796,3725.6509,74.2541,0.0000,164.1231
217.6019,1,3650.8347,-72.8275,3650.8347,-72.8275,3727.0562,72.9256,0.0000,164.4800
217.7019,1,3652.3062,-74.3138,3652.3062,-74.3138,3728.4612,71.5951,0.0000,164.5873
217.8019,1,3653.0415,-75.5877,3653.0415,-75.5877,3729.8687,70.2669,0.0000,164.8514
217.9019,1,3654.5127,-76.8617,3654.5127,-76.8617,3731.2798,68.9426,0.0000,164.7789
218.0019,1,3655.9839,-78.1356,3655.9839,-78.1356,3732.6931,67.6259,0.0000,164.7141
218.1019,1,3657.4553,-79.6219,3657.4553,-79.6219,3734.1079,66.3080,0.0000,164.8367
218.2019,1,3658.9263,-80.8959,3658.9263,-80.8959,3735.5251,64.9906,0.0000,164.7733
218.3019,1,3660.3977,-82.1698,3660.3977,-82.1698,3736.9395,63.6707,0.0000,164.7061
218.4019,1,3661.8689,-83.4438,3661.8689,-83.4438,3738.3491,62.3512,0.0000,164.6372
218.5019,1,3661.8689,-83.4438,3661.8689,-83.4438,3739.7578,61.0324,0.0000,164.1343
218.6019,1,3664.8113,-86.2040,3664.8113,-86.2040,3741.1648,59.7126,0.0000,164.6861
218.7019,1,3666.2827,-87.4779,3666.2827,-87.4779,3742.5720,58.3889,0.0000,164.6122
218.8019,1,3667.7539,-88.7519,3667.7539,-88.7519,3743.9751,57.0677,0.0000,164.5388
218.9019,1,3668.4893,-90.2382,3668.4893,-90.2382,3745.3772,55.7486,0.0000,164.9966
219.0019,1,3669.9604,-91.5121,3669.9604,-91.5121,3746.7832,54.4334,0.0000,164.9298
219.1019,1,3671.4319,-92.7861,3671.4319,-92.7861,3748.1921,53.1182,0.0000,164.8641
219.2019,1,3672.9028,-94.0600,3672.9028,-94.0600,3749.6021,51.8070,0.0000,164.8028
219.3019,1,3674.3745,-95.3340,3674.3745,-95.3340,3751.0115,50.4981,0.0000,164.7429
219.4019,1,3675.8455,-96.8203,3675.8455,-96.8203,3752.4177,49.1887,0.0000,164.8694
219.5019,1,3675.8455,-96.8203,3675.8455,-96.8203,3753.8250,47.8784,0.0000,164.3730
219.6019,1,3678.7881,-99.3681,3678.7881,-99.3681,3755.2317,46.5674,0.0000,164.7446
219.7019,1,3680.2593,-100.6421,3680.2593,-100.6421,3756.6396,45.2608,0.0000,164.6864
219.8019,1,3681.7305,-102.1284,3681.7305,-102.1284,3758.0503,43.9549,0.0000,164.8182
219.9019,1,3683.2017,-103.4023,3683.2017,-103.4023,3759.4609,42.6492,0.0000,164.7620
220.0019,1,3684.6729,-104.6763,3684.6729,-104.6763,3760.8706,41.3420,0.0000,164.7041
220.1019,1,3685.4084,-105.9502,3685.4084,-105.9502,3762.2788,40.0362,0.0000,164.9881
220.2019,1,3686.8799,-107.2242,3686.8799,-107.2242,3763.6804,38.7346,0.0000,164.9312
220.3019,1,3688.3508,-108.4981,3688.3508,-108.4981,3765.0840,37.4357,0.0000,164.8777
220.4019,1,3689.8223,-109.9844,3689.8223,-109.9844,3766.4917,36.1328,0.0000,165.0104
220.5019,1,3689.8223,-109.9844,3689.8223,-109.9844,3767.9014,34.8278,0.0000,164.5203
220.6019,1,3692.7646,-112.5323,3692.7646,-112.5323,3769.3086,33.5187,0.0000,164.8936
220.7019,1,3694.2358,-113.8063,3694.2358,-113.8063,3770.7104,32.2148,0.0000,164.8348
220.8019,1,3695.7070,-115.0802,3695.7070,-115.0802,3772.1038,30.9037,0.0000,164.7657
220.9019,1,3697.1782,-116.3542,3697.1782,-116.3542,3773.4961,29.5928,0.0000,164.6965
221.0019,1,3698.6494,-117.8404,3698.6494,-117.8404,3774.8882,28.2843,0.0000,164.8174
221.1019,1,3699.3850,-119.1144,3699.3850,-119.1144,3776.2842,26.9793,0.0000,165.0965
221.2019,1,3700.8564,-120.3883,3700.8564,-120.3883,3777.6868,25.6814,0.0000,165.0432
221.3019,1,3702.3276,-121.6623,3702.3276,-121.6623,3779.0911,24.3870,0.0000,164.9940
221.4019,1,3703.7988,-122.9362,3703.7988,-122.9362,3780.4946,23.0909,0.0000,164.9429
221.5019,1,3703.7988,-122.9362,3703.7988,-122.9362,3781.8965,21.7965,0.0000,164.4591
221.6019,1,3706.7412,-125.6965,3706.7412,-125.6965,3783.2883,20.4940,0.0000,165.0186
221.7019,1,3708.2124,-126.9704,3708.2124,-126.9704,3784.6758,19.1917,0.0000,164.9545
221.8019,1,3709.6836,-128.2444,3709.6836,-128.2444,3786.0625,17.8903,0.0000,164.8911
221.9019,1,3711.1548,-129.5183,3711.1548,-129.5183,3787.4521,16.5916,0.0000,164.8314
222.0019,1,3712.6260,-130.7923,3712.6260,-130.7923,3788.8435,15.2983,0.0000,164.7773
222.1019,1,3713.3618,-132.0662,3713.3618,-132.0662,3790.2366,14.0088,0.0000,165.0685
222.2019,1,3714.8330,-133.3401,3714.8330,-133.3401,3791.6304,12.7212,0.0000,165.0204
222.3019,1,3716.3042,-134.6141,3716.3042,-134.6141,3793.0222,11.4333,0.0000,164.9712
222.4019,1,3717.7754,-135.8881,3717.7754,-135.8881,3794.4126,10.1435,0.0000,164.9196
222.5019,1,3717.7754,-135.8881,3717.7754,-135.8881,3795.7981,8.8583,0.0000,164.4355
222.6019,1,3720.7178,-138.6483,3720.7178,-138.6483,3797.1843,7.5679,0.0000,165.0040
222.7019,1,3722.1890,-139.9222,3722.1890,-139.9222,3798.5718,6.2831,0.0000,164.9556
222.8019,1,3723.6602,-141.1962,3723.6602,-141.1962,3799.9644,5.0013,0.0000,164.9122
222.9019,1,3725.1313,-142.4701,3725.1313,-142.4701,3801.3604,3.7216,0.0000,164.8724
223.0019,1,3725.8669,-143.7441,3725.8669,-143.7441,3802.7522,2.4440,0.0000,165.1735
223.1019,1,3727.3384,-145.0180,3727.3384,-145.0180,3804.1387,1.1622,0.0000,165.1271
223.2019,1,3728.8096,-146.2920,3728.8096,-146.2920,3805.5227,-0.1216,0.0000,165.0779
223.3019,1,3730.2808,-147.5659,3730.2808,-147.5659,3806.9060,-1.4079,0.0000,165.0260
223.4019,1,3731.7520,-148.8399,3731.7520,-148.8399,3808.2888,-2.6917,0.0000,164.9763
223.5019,1,3731.7520,-148.8399,3731.7520,-148.8399,3809.6689,-3.9729,0.0000,164.4916
223.6019,1,3734.6943,-151.3878,3734.6943,-151.3878,3811.0620,-5.2455,0.0000,164.8927
223.7019,1,3736.1655,-152.6617,3736.1655,-152.6617,3812.4604,-6.5117,0.0000,164.8658
223.8019,1,3737.6367,-153.9357,3737.6367,-153.9357,3813.8591,-7.7778,0.0000,164.8392
223.9019,1,3738.3723,-155.2096,3738.3723,-155.2096,3815.2522,-9.0436,0.0000,165.1515
224.0019,1,3739.8435,-156.4836,3739.8435,-156.4836,3816.6443,-10.3170,0.0000,165.1152
224.1019,1,3741.3149,-157.7575,3741.3149,-157.7575,3818.0334,-11.5940,0.0000,165.0742
224.2019,1,3742.7861,-159.0315,3742.7861,-159.0315,3819.4216,-12.8683,0.0000,165.0354
224.3019,1,3744.2573,-160.3055,3744.2573,-160.3055,3820.8130,-14.1383,0.0000,165.0019
224.4019,1,3745.7285,-161.5794,3745.7285,-161.5794,3822.2065,-15.4018,0.0000,164.9751
224.5019,1,3745.7285,-161.5794,3745.7285,-161.5794,3823.6040,-16.6690,0.0000,164.5103
224.6019,1,3748.6709,-164.1273,3748.6709,-164.1273,3825.0071,-17.9305,0.0000,164.9263
224.7019,1,3750.1421,-165.4012,3750.1421,-165.4012,3826.4094,-19.1937,0.0000,164.9041
224.8019,1,3750.8779,-166.6752,3750.8779,-166.6752,3827.8079,-20.4572,0.0000,165.2208
224.9019,1,3752.3491,-167.9491,3752.3491,-167.9491,3829.2021,-21.7215,0.0000,165.1935
225.0019,1,3753.8203,-169.2231,3753.8203,-169.2231,3830.6018,-22.9861,0.0000,165.1685
225.1019,1,3755.2915,-170.4970,3755.2915,-170.4970,3832.0049,-24.2468,0.0000,165.1487
225.2019,1,3756.7627,-171.7710,3756.7627,-171.7710,3833.4092,-25.4958,0.0000,165.1397
225.3019,1,3758.2339,-173.0450,3758.2339,-173.0450,3834.8208,-26.7446,0.0000,165.1343
225.4019,1,3759.7051,-174.3189,3759.7051,-174.3189,3836.2317,-27.9968,0.0000,165.1256
225.5019,1,3759.7051,-174.3189,3759.7051,-174.3189,3837.6433,-29.2497,0.0000,164.6798
225.6019,1,3762.6475,-176.8668,3762.6475,-176.8668,3839.0510,-30.5067,0.0000,165.1024
225.7019,1,3764.1187,-178.1407,3764.1187,-178.1407,3840.4602,-31.7621,0.0000,165.0901
225.8019,1,3764.8545,-179.2024,3764.8545,-179.2024,3841.8730,-33.0133,0.0000,165.2365
225.9019,1,3766.3254,-180.4763,3766.3254,-180.4763,3843.2888,-34.2615,0.0000,165.2335
226.0019,1,3767.7969,-181.7503,3767.7969,-181.7503,3844.7053,-35.5091,0.0000,165.2313
226.1019,1,3769.2681,-183.0242,3769.2681,-183.0242,3846.1226,-36.7550,0.0000,165.2311
226.2019,1,3770.7393,-184.2982,3770.7393,-184.2982,3847.5427,-37.9982,0.0000,165.2345
226.3019,1,3772.2104,-185.5721,3772.2104,-185.5721,3848.9685,-39.2354,0.0000,165.2460
226.4019,1,3773.6816,-186.8461,3773.6816,-186.8461,3850.3977,-40.4683,0.0000,165.2629
226.5019,1,3773.6816,-186.8461,3773.6816,-186.8461,3851.8269,-41.7011,0.0000,164.8446
226.6019,1,3776.6240,-189.1817,3776.6240,-189.1817,3853.2559,-42.9345,0.0000,165.1080
226.7019,1,3778.0955,-190.4556,3778.0955,-190.4556,3854.6833,-44.1698,0.0000,165.1219
226.8019,1,3779.5664,-191.7296,3779.5664,-191.7296,3856.1099,-45.4062,0.0000,165.1345
226.9019,1,3781.0376,-193.0035,3781.0376,-193.0035,3857.5391,-46.6389,0.0000,165.1516
227.0019,1,3782.5090,-194.2775,3782.5090,-194.2775,3858.9719,-47.8672,0.0000,165.1743
227.1019,1,3783.9802,-195.3391,3783.9802,-195.3391,3860.4087,-49.0912,0.0000,165.0144
227.2019,1,3785.4517,-196.6130,3785.4517,-196.6130,3861.8457,-50.3156,0.0000,165.0424
227.3019,1,3786.9229,-197.8870,3786.9229,-197.8870,3863.2805,-51.5414,0.0000,165.0682
227.4019,1,3788.3940,-199.1609,3788.3940,-199.1609,3864.7136,-52.7701,0.0000,165.0907
227.5019,1,3788.3940,-199.1609,3788.3940,-199.1609,3866.1462,-53.9984,0.0000,164.6741
227.6019,1,3790.6006,-201.4965,3790.6006,-201.4965,3867.5864,-55.2180,0.0000,165.3004
227.7019,1,3792.0718,-202.7704,3792.0718,-202.7704,3869.0312,-56.4329,0.0000,165.3404
227.8019,1,3793.5432,-204.0444,3793.5432,-204.0444,3870.4768,-57.6454,0.0000,165.3827
227.9019,1,3795.0144,-205.3184,3795.0144,-205.3184,3871.9233,-58.8579,0.0000,165.4257
228.0019,1,3796.4858,-206.3800,3796.4858,-206.3800,3873.3672,-60.0738,0.0000,165.2762
