ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      0.1263	  0.87014063	     -1.1250
      0.1363	  0.87014063	     -1.1250
      0.1463	  0.87014063	     -1.1250
      0.1563	  0.87014063	     -1.1250
      0.1663	  0.87014063	     -1.1250
      0.1763	  0.87014063	     -1.1250
      0.1863	  0.87014063	     -1.1250
      0.1963	  0.87014063	     -1.1250
      0.2063	  0.87014063	     -1.1250
      0.2163	  0.87014063	     -1.1250
      0.2263	  0.87014063	     -1.1250
      0.2363	  0.87014063	     -1.1250
      0.2463	  0.87014063	     -1.1250
      0.2563	  0.87014063	     -1.1250
      0.2663	  0.87014063	     -1.1250
      0.2763	  0.87014063	     -1.1250
      0.2863	  0.87014063	     -1.1250
      0.2963	  0.87014063	     -1.1250
      0.3063	  0.87014063	     -1.1250
      0.3163	  0.87014063	     -1.1250
      0.3263	  0.87014063	     -1.1250
      0.3364	  0.87014063	     -1.1250
      0.3463	  0.87014063	     -1.1250
      0.3563	  0.87014063	     -1.1250
      0.3663	  0.87014063	     -1.1250
      0.3763	  0.87014063	     -1.1250
      0.3863	  0.87014063	     -1.1250
      0.3963	  0.87014063	     -1.1250
      0.4063	  0.87014063	     -1.1250
      0.4163	  0.87014063	     -1.1250
      0.4263	  0.87014063	     -1.1250
      0.4363	  0.87014063	     -1.1250
      0.4463	  0.87014063	     -1.1250
      0.4563	  0.87014063	     -1.1250
      0.4663	  0.87014063	     -1.1250
      0.4763	  0.87014063	     -1.1250
      0.4864	  0.87014063	     -1.1250
      0.4963	  0.87014063	     -1.1250
      0.5063	  0.87014063	     -1.1250
      0.5163	  0.87014063	     -1.1250
      0.5263	  0.87014063	     -1.1250
      0.5363	  0.87014063	     -1.1250
      0.5463	  0.87014063	     -1.1250
      0.5563	  0.87014063	     -1.1250
      0.5663	  0.87014063	     -1.1250
      0.5763	  0.87014063	     -1.1250
      0.5863	  0.87014063	     -1.1250
      0.5963	  0.87014063	     -1.1250
      0.6064	  0.87014063	     -1.1250
      0.6163	  0.87014063	     -1.1250
      0.6263	  0.87014063	     -1.1250
      0.6364	  0.87014063	     -1.1250
      0.6463	  0.87014063	     -1.1250
      0.6564	  0.87014063	     -1.1250
      0.6663	  0.87014063	     -1.1250
      0.6763	  0.87014063	     -1.1250
      0.6864	  0.87014063	     -1.1250
      0.6963	  0.87014063	     -1.1250
      0.7063	  0.87014063	     -1.1250
      0.7163	  0.87014063	     -1.1250
      0.7263	  0.87014063	     -1.1250
      0.7364	  0.87014063	     -1.1250
      0.7463	  0.87014063	     -1.1250
      0.7562	  0.87014063	     -1.1250
      0.7664	  0.87014063	     -1.1250
      0.7763	  0.87014063	     -1.1250
      0.7864	  0.87014063	     -1.1250
      0.7963	  0.87014063	     -1.1250
      0.8064	  0.87014063	     -1.1250
      0.8163	  0.87014063	     -1.1250
      0.8263	  0.87014063	     -1.1250
      0.8364	  0.87014063	     -1.1250
      0.8464	  0.87014063	     -1.1250
      0.8564	  0.87014063	     -1.1250
      0.8663	  0.87014063	     -1.1250
      0.8763	  0.87014063	     -1.1250
      0.8864	  0.87014063	     -1.1250
      0.8963	  0.87014063	     -1.1250
      0.9064	  0.87014063	     -1.1250
      0.9163	  0.87014063	     -1.1250
      0.9264	  0.87014063	     -1.1250
      0.9364	  0.87014063	     -1.1250
      0.9463	  0.87014063	     -1.1250
      0.9562	  0.87014063	     -1.1250
      0.9664	  0.87014063	     -1.1250
      0.9764	  0.87014063	     -1.1250
      0.9864	  0.87014063	     -1.1250
      0.9964	  0.87014063	     -1.1250
      1.0064	  0.87014063	     -1.1250
      1.0164	  0.87014063	     -1.1250
      1.0263	  0.87014063	     -1.1250
      1.0364	  0.87014063	     -1.1250
      1.0464	  0.87014063	     -1.1250
      1.0563	  0.87014063	     -1.1250
      1.0663	  0.87014063	     -1.1250
      1.0764	  0.87014063	     -1.1250
      1.0864	  0.87014063	     -1.1250
      1.0964	  0.87014063	     -1.1250
      1.1064	  0.87014063	     -1.1250
      1.1164	  0.87014063	     -1.1250
      1.1263	  0.87014063	     -1.1250
      1.1364	  0.87014063	     -1.1250
      1.1463	  0.87014063	     -1.1250
      1.1564	  0.87014063	     -1.1250
      1.1664	  0.87014063	     -1.1250
      1.1764	  0.87014063	     -1.1250
      1.1864	  0.87014063	     -1.1250
      1.1964	  0.87014063	     -1.1250
      1.2064	  0.87014063	     -1.1250
      1.2164	  0.87014063	     -1.1250
      1.2264	  0.87014063	     -1.1250
      1.2364	  0.87014063	     -1.1250
      1.2464	  0.87014063	     -1.1250
      1.2564	  0.87014063	     -1.1250
      1.2663	  0.87014063	     -1.1250
      1.2764	  0.87014063	     -1.1250
      1.2864	  0.87014063	     -1.1250
      1.2964	  0.87014063	     -1.1250
      1.3064	  0.87014063	     -1.1250
      1.3164	  0.87014063	     -1.1250
      1.3264	  0.87014063	     -1.1250
      1.3364	  0.87014063	     -1.1250
      1.3464	  0.87014063	     -1.1250
      1.3562	  0.87014063	     -1.1250
      1.3664	  0.87014063	     -1.1250
      1.3764	  0.87014063	     -1.1250
      1.3864	  0.87014063	     -1.1250
      1.3964	  0.87014063	     -1.1250
      1.4064	  0.87014063	     -1.1250
      1.4164	  0.87014063	     -1.1250
      1.4264	  0.87014063	     -1.1250
      1.4364	  0.87014063	     -1.1250
      1.4464	  0.87014063	     -1.1250
      1.4564	  0.87014063	     -1.1250
      1.4664	  0.87014063	     -1.1250
      1.4764	  0.87014063	     -1.1250
      1.4864	  0.87014063	     -1.1250
      1.4964	  0.87014063	     -1.1250
      1.5064	  0.87014063	     -1.1250
      1.5164	  0.87014063	     -1.1250
      1.5264	  0.87014063	     -1.1250
      1.5364	  0.87014063	     -1.1250
      1.5464	  0.87014063	     -1.1250
      1.5564	  0.87014063	     -1.1250
      1.5664	  0.87014063	     -1.1250
      1.5764	  0.87014063	     -1.1250
      1.5864	  0.87014063	     -1.1250
      1.5964	  0.87014063	     -1.1250
      1.6064	  0.87014063	     -1.1250
      1.6164	  0.87014063	     -1.1250
      1.6262	  0.87014063	     -1.1250
      1.6364	  0.87014063	     -1.1250
      1.6464	  0.87014063	     -1.1250
      1.6564	  0.87014063	     -1.1250
      1.6664	  0.87014063	     -1.1250
      1.6764	  0.87014063	     -1.1250
      1.6864	  0.87014063	     -1.1250
      1.6963	  0.87014063	     -1.1250
      1.7064	  0.87014063	     -1.1250
      1.7164	  0.87014063	     -1.1250
      1.7264	  0.87014063	     -1.1250
      1.7364	  0.87014063	     -1.1250
      1.7464	  0.87014063	     -1.1250
      1.7563	  0.87014063	     -1.1250
      1.7664	  0.87014063	     -1.1250
      1.7764	  0.87014063	     -1.1250
      1.7864	  0.87014063	     -1.1250
      1.7964	  0.87014063	     -1.1250
      1.8064	  0.87014063	     -1.1250
      1.8164	  0.87014063	     -1.1250
      1.8264	  0.87014063	     -1.1250
      1.8364	  0.87014063	     -1.1250
      1.8464	  0.87014063	     -1.1250
      1.8565	  0.87014063	     -1.1250
      1.8664	  0.87014063	     -1.1250
      1.8764	  0.87014063	     -1.1250
      1.8863	  0.87014063	     -1.1250
      1.8963	  0.87014063	     -1.1250
      1.9064	  0.87014063	     -1.1250
      1.9164	  0.87014063	     -1.1250
      1.9264	  0.87014063	     -1.1250
      1.9365	  0.87014063	     -1.1250
      1.9464	  0.87014063	     -1.1250
      1.9565	  0.87014063	     -1.1250
      1.9663	  0.87014063	     -1.1250
      1.9763	  0.87014063	     -1.1250
      1.9864	  0.87014063	     -1.1250
      1.9964	  0.87014063	     -1.1250
      2.0064	  0.87014063	     -1.1250
      2.0164	  0.87014063	     -1.1250
      2.0264	  0.87014063	     -1.1250
      2.0365	  0.87014063	     -1.1250
      2.0464	  0.87014063	     -1.1250
      2.0565	  0.87014063	     -1.1250
      2.0664	  0.87014063	     -1.1250
      2.0764	  0.87014063	     -1.1250
      2.0865	  0.87014063	     -1.1250
      2.0965	  0.87014063	     -1.1250
      2.1065	  0.87014063	     -1.1250
      2.1164	  0.87014063	     -1.1250
      2.1264	  0.87014063	     -1.1250
      2.1365	  0.87014063	     -1.1250
      2.1464	  0.87014063	     -1.1250
      2.1562	  0.87014063	     -1.1250
      2.1664	  0.87014063	     -1.1250
      2.1764	  0.87014063	     -1.1250
      2.1865	  0.87014063	     -1.1250
      2.1964	  0.87014063	     -1.1250
      2.2065	  0.87014063	     -1.1250
      2.2165	  0.87014063	     -1.1250
      2.2264	  0.87014063	     -1.1250
      2.2365	  0.87014063	     -1.1250
      2.2464	  0.87014063	     -1.1250
      2.2565	  0.87014063	     -1.1250
      2.2664	  0.87014063	     -1.1250
      2.2764	  0.87014063	     -1.1250
      2.2865	  0.87014063	     -1.1250
      2.2965	  0.87014063	     -1.1250
      2.3065	  0.87014063	     -1.1250
      2.3164	  0.87014063	     -1.1250
      2.3264	  0.87014063	     -1.1250
      2.3365	  0.87014063	     -1.1250
      2.3464	  0.87014063	     -1.1250
      2.3564	  0.87014063	     -1.1250
      2.3665	  0.87014063	     -1.1250
      2.3765	  0.87014063	     -1.1250
      2.3865	  0.87014063	     -1.1250
      2.3965	  0.87014063	     -1.1250
      2.4065	  0.87014063	     -1.1250
      2.4165	  0.87014063	     -1.1250
      2.4264	  0.87014063	     -1.1250
      2.4365	  0.87014063	     -1.1250
      2.4464	  0.87014063	     -1.1250
      2.4563	  0.87014063	     -1.1250
      2.4664	  0.87014063	     -1.1250
      2.4765	  0.87014063	     -1.1250
      2.4865	  0.87014063	     -1.1250
      2.4965	  0.87014063	     -1.1250
      2.5065	  0.87014063	     -1.1250
      2.5165	  0.87014063	     -1.1250
      2.5264	  0.87014063	     -1.1250
      2.5365	  0.87014063	     -1.1250
      2.5464	  0.87014063	     -1.1250
      2.5563	  0.87014063	     -1.1250
      2.5665	  0.87014063	     -1.1250
      2.5765	  0.87014063	     -1.1250
      2.5865	  0.87014063	     -1.1250
      2.5965	  0.87014063	     -1.1250
      2.6065	  0.87014063	     -1.1250
      2.6165	  0.87014063	     -1.1250
      2.6265	  0.87014063	     -1.1250
      2.6365	  0.87014063	     -1.1250
      2.6464	  0.87014063	     -1.1250
      2.6564	  0.87014063	     -1.1250
      2.6665	  0.87014063	     -1.1250
      2.6765	  0.87014063	     -1.1250
      2.6865	  0.87014063	     -1.1250
      2.6965	  0.87014063	     -1.1250
      2.7065	  0.87014063	     -1.1250
      2.7165	  0.87014063	     -1.1250
      2.7265	  0.87014063	     -1.1250
      2.7365	  0.87014063	     -1.1250
      2.7465	  0.87014063	     -1.1250
      2.7565	  0.87014063	     -1.1250
      2.7665	  0.87014063	     -1.1250
      2.7764	  0.87014063	     -1.1250
      2.7864	  0.87014063	     -1.1250
      2.7964	  0.87014063	     -1.1250
      2.8064	  0.87014063	     -1.1250
      2.8165	  0.87014063	     -1.1250
      2.8265	  0.87014063	     -1.1250
      2.8365	  0.87014063	     -1.1250
      2.8465	  0.87014063	     -1.1250
      2.8565	  0.87014063	     -1.1250
      2.8665	  0.87014063	     -1.1250
      2.8764	  0.87014063	     -1.1250
