ï»¿Time_s      	WheelBasedVehicleSpd
      0.1226	      0.0000
      0.2225	      0.0000
      0.3226	      0.0000
      0.4225	      0.0000
      0.5225	      0.0000
      0.6225	      0.0000
      0.7229	      0.0000
      0.8225	      0.0000
      0.9226	      0.0000
      1.0226	      0.0000
      1.1226	      0.0000
      1.2226	      0.0000
      1.3230	      0.0000
      1.4226	      0.0000
      1.5227	      0.0000
      1.6227	      0.0000
      1.7226	      0.0000
      1.8226	      0.0000
      1.9230	      0.0000
      2.0226	      0.0000
      2.1227	      0.0000
      2.2230	      0.0000
      2.3227	      0.0000
      2.4227	      0.0000
      2.5231	      0.0000
      2.6227	      0.0000
      2.7227	      0.0000
      2.8228	      0.0000
      2.9227	      0.0000
      3.0228	      0.0000
      3.1232	      0.0000
      3.2227	      0.0000
      3.3228	      0.0000
      3.4231	      0.0000
      3.5228	      0.0000
      3.6228	      0.0000
      3.7231	      0.0000
      3.8227	      0.0000
      3.9228	      0.0000
      4.0232	      0.0000
      4.1228	      0.0000
      4.2228	      0.0000
      4.3233	      0.0000
      4.4228	      0.0000
      4.5232	      0.0000
      4.6233	      0.0000
      4.7232	      0.0000
      4.8232	      0.0000
      4.9233	      0.0000
      5.0233	      0.0000
      5.1229	      0.0000
      5.2233	      0.0000
      5.3230	      0.0000
      5.4233	      0.0000
      5.5233	      0.0000
      5.6235	      0.0000
      5.7233	      0.0000
      5.8233	      0.0000
      5.9234	      0.0000
      6.0230	      0.0000
      6.1234	      0.0000
      6.2230	      0.0000
      6.3234	      0.0000
      6.4233	      0.0000
      6.5233	      0.0000
      6.6234	      0.0000
      6.7234	      0.0000
      6.8234	      0.0000
      6.9234	      0.0000
      7.0235	      0.0000
      7.1234	      0.0000
      7.2234	      0.0000
      7.3235	      0.0000
      7.4234	      0.0000
      7.5235	      0.0000
      7.6235	      0.0000
      7.7234	      0.0000
      7.8235	      0.0000
      7.9235	      0.0000
      8.0235	      0.0000
      8.1235	      0.0000
      8.2235	      0.0000
      8.3235	      0.0000
      8.4235	      0.0000
      8.5236	      0.0000
      8.6232	      0.0000
      8.7236	      0.0000
      8.8236	      0.0000
      8.9235	      0.0000
      9.0235	      0.0000
      9.1237	      0.0000
      9.2235	      0.0000
      9.3236	      0.0000
      9.4237	      0.0000
      9.5236	      0.0000
      9.6236	      0.0000
      9.7237	      0.0000
      9.8236	      0.0000
      9.9237	      0.0000
     10.0238	      0.0000
     10.1237	      0.0000
     10.2237	      0.0000
     10.3238	      0.0000
     10.4236	      0.0000
     10.5237	      0.0000
     10.6238	      0.0000
     10.7237	      0.0000
     10.8238	      0.0000
     10.9238	      0.0000
     11.0237	      0.0000
     11.1238	      0.0000
     11.2238	      0.0000
     11.3238	      0.0000
     11.4238	      0.0000
     11.5238	      0.0000
     11.6237	      0.0000
     11.7238	      0.0000
     11.8238	      0.0000
     11.9238	      0.0000
     12.0239	      0.0000
     12.1239	      0.0000
     12.2239	      0.0000
     12.3239	      0.0000
     12.4239	      0.0000
     12.5238	      0.0000
     12.6238	      0.0000
     12.7240	      0.0000
     12.8238	      0.0000
     12.9239	      0.0000
     13.0240	      0.0000
     13.1239	      0.0000
     13.2240	      0.0000
     13.3240	      0.0000
     13.4239	      0.0000
     13.5240	      0.0000
     13.6241	      0.0000
     13.7239	      0.0000
     13.8240	      0.0000
     13.9241	      0.0000
     14.0240	      0.0000
     14.1240	      0.0000
     14.2241	      0.0000
     14.3240	      0.0000
     14.4241	      0.0000
     14.5242	      0.0000
     14.6240	      0.0000
     14.7241	      0.0000
     14.8241	      0.0000
     14.9240	      0.0000
     15.0241	      0.0000
     15.1242	      0.0000
     15.2241	      0.0000
     15.3241	      0.0000
     15.4242	      0.0000
     15.5240	      0.0000
     15.6241	      0.0000
     15.7242	      0.0000
     15.8242	      0.0000
     15.9242	      0.0000
     16.0243	      0.0000
     16.1242	      0.0000
     16.2242	      0.0000
     16.3242	      0.0000
     16.4242	      0.0000
     16.5242	      0.0000
     16.6243	      0.0000
     16.7242	      0.0000
     16.8243	      0.0000
     16.9244	      0.0000
     17.0243	      0.0000
     17.1243	      0.0000
     17.2244	      0.0000
     17.3243	      0.0000
     17.4243	      0.0000
     17.5244	      0.0000
     17.6242	      0.0000
     17.7243	      0.0000
     17.8244	      0.0000
     17.9245	      0.0000
     18.0244	      0.0000
     18.1245	      0.0000
     18.2244	      0.0000
     18.3244	      0.0000
     18.4244	      0.0000
     18.5244	      0.0000
     18.6244	      0.0000
     18.7245	      0.0000
     18.8244	      0.0000
     18.9245	      0.0000
     19.0246	      0.0000
     19.1244	      0.0000
     19.2245	      0.0000
     19.3245	      0.0000
     19.4244	      0.0000
     19.5245	      0.0000
     19.6246	      0.0000
     19.7245	      0.0000
     19.8245	      0.0000
     19.9248	      0.0000
     20.0244	      0.0000
