ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      1.5351	  0.76271875	     -8.0000
      1.5451	  0.76271875	     -8.0000
      1.5551	  0.76271875	     -8.0000
      1.5651	  0.76271875	     -8.0625
      1.5751	  0.76271875	     -8.0625
      1.5851	  0.76271875	     -8.0625
      1.5951	  0.76271875	     -8.0625
      1.6051	  0.76271875	     -8.0625
      1.6151	  0.76271875	     -8.0625
      1.6251	  0.76271875	     -8.1250
      1.6351	  0.76271875	     -8.1875
      1.6451	  0.76271875	     -8.3125
      1.6551	  0.76271875	     -8.4375
      1.6651	  0.76271875	     -8.4375
      1.6751	  0.76271875	     -8.4375
      1.6851	  0.76271875	     -8.4375
      1.6951	  0.76271875	     -8.5000
      1.7051	  0.76271875	     -8.6875
      1.7151	  0.76271875	     -8.8750
      1.7251	  0.76271875	     -9.0000
      1.7351	  0.76271875	     -9.0625
      1.7451	  0.76271875	     -9.1250
      1.7551	  0.75978906	     -9.1875
      1.7651	  0.75881250	     -9.2500
      1.7751	  0.75685938	     -9.3125
      1.7851	  0.75588281	     -9.4375
      1.7951	  0.75392969	     -9.5000
      1.8051	  0.75295313	     -9.5625
      1.8151	  0.75295313	     -9.5625
      1.8251	  0.75197656	     -9.6250
      1.8351	  0.75197656	     -9.6875
      1.8451	  0.75100000	     -9.6875
      1.8551	  0.75100000	     -9.7500
      1.8651	  0.75100000	     -9.7500
      1.8751	  0.75100000	     -9.7500
      1.8851	  0.75100000	     -9.7500
      1.8951	  0.75100000	     -9.7500
      1.9051	  0.75100000	     -9.8125
      1.9151	  0.75100000	     -9.8125
      1.9251	  0.75100000	     -9.8750
      1.9351	  0.75100000	     -9.8750
      1.9451	  0.75002344	     -9.8750
      1.9551	  0.75002344	     -9.8750
      1.9651	  0.74904688	     -9.8750
      1.9751	  0.74904688	     -9.8750
      1.9851	  0.74807031	     -9.8750
      1.9951	  0.74709375	     -9.8750
      2.0051	  0.74709375	     -9.8750
      2.0151	  0.74709375	     -9.8750
      2.0251	  0.74709375	     -9.8750
      2.0351	  0.74709375	     -9.8750
      2.0451	  0.74709375	     -9.8750
      2.0551	  0.74611719	     -9.8750
      2.0651	  0.74709375	     -9.8750
      2.0751	  0.74611719	     -9.8750
      2.0851	  0.74709375	     -9.8750
      2.0951	  0.74709375	     -9.8750
      2.1051	  0.74611719	     -9.8750
      2.1151	  0.74611719	     -9.8750
      2.1251	  0.74709375	     -9.8750
      2.1351	  0.74611719	     -9.8750
      2.1451	  0.74611719	     -9.8750
      2.1551	  0.74709375	     -9.8750
      2.1651	  0.74709375	     -9.8750
      2.1751	  0.74709375	     -9.8750
      2.1851	  0.74611719	     -9.8750
      2.1951	  0.74709375	     -9.8750
      2.2051	  0.74611719	     -9.8750
      2.2151	  0.74709375	     -9.8750
      2.2251	  0.74709375	     -9.8750
      2.2351	  0.74709375	     -9.8750
      2.2451	  0.74709375	     -9.8750
      2.2551	  0.74611719	     -9.8750
      2.2651	  0.74709375	     -9.8750
      2.2751	  0.74709375	     -9.8750
      2.2851	  0.74709375	     -9.8750
      2.2951	  0.74709375	     -9.8750
      2.3051	  0.74611719	     -9.8750
      2.3151	  0.74709375	     -9.8750
      2.3251	  0.74709375	     -9.8750
      2.3351	  0.74611719	     -9.8750
      2.3451	  0.74709375	     -9.8750
      2.3552	  0.74611719	     -9.8750
      2.3651	  0.74709375	     -9.8750
      2.3751	  0.74709375	     -9.8750
      2.3851	  0.74611719	     -9.8750
      2.3951	  0.74611719	     -9.8750
      2.4051	  0.74611719	     -9.8750
      2.4151	  0.74611719	     -9.8750
      2.4251	  0.74611719	     -9.8750
      2.4351	  0.74709375	     -9.8750
      2.4451	  0.74709375	     -9.8750
      2.4552	  0.74611719	     -9.8750
      2.4651	  0.74709375	     -9.8750
