ï»¿Time_s      	WheelBasedVehicleSpd
      0.2789	      0.0000
      0.3784	      0.0000
      0.4789	      0.0000
      0.5785	      0.0000
      0.6785	      0.0000
      0.7784	      0.0000
      0.8789	      0.0000
      0.9786	      0.0000
      1.0794	      0.0000
      1.1786	      0.0000
      1.2790	      0.0000
      1.3785	      0.0000
      1.4790	      0.0000
      1.5786	      0.0000
      1.6792	      0.0000
      1.7786	      0.0000
      1.8790	      0.0000
      1.9790	      0.0000
      2.0785	      0.0000
      2.1787	      0.0000
      2.2790	      0.0000
      2.3787	      0.0000
      2.4790	      0.0000
      2.5790	      0.0000
      2.6791	      0.0000
      2.7787	      0.0000
      2.8791	      0.0000
      2.9790	      0.0000
      3.0792	      0.0000
      3.1791	      0.0000
      3.2791	      0.0000
      3.3791	      0.0000
      3.4791	      0.0000
      3.5791	      0.0000
      3.6791	      0.0000
      3.7791	      0.0000
      3.8791	      0.0000
      3.9791	      0.0000
      4.0794	      0.0000
      4.1792	      0.0000
      4.2795	      0.0000
      4.3792	      0.0000
      4.4794	      0.0000
      4.5792	      0.0000
      4.6786	      0.0000
      4.7792	      0.0000
      4.8795	      0.0000
      4.9793	      0.0000
      5.0788	      0.0000
      5.1786	      0.0000
      5.2795	      0.0000
      5.3796	      0.0000
      5.4795	      0.0000
      5.5793	      0.0000
      5.6787	      0.0000
      5.7793	      0.0000
      5.8796	      0.0000
      5.9794	      0.0000
      6.0792	      0.0000
      6.1788	      0.0000
      6.2796	      0.0000
      6.3796	      0.0000
      6.4797	      0.0000
      6.5794	      0.0000
      6.6788	      0.0000
      6.7794	      0.0000
      6.8796	      0.0000
      6.9795	      0.0000
      7.0793	      0.0000
      7.1793	      0.0000
      7.2797	      0.0000
      7.3798	      0.0000
      7.4797	      0.0000
      7.5795	      0.0000
      7.6789	      0.0000
      7.7796	      0.0000
      7.8797	      0.0000
      7.9796	      0.0000
      8.0794	      0.0000
      8.1795	      0.0000
      8.2798	      0.0000
      8.3798	      0.0000
      8.4798	      0.0000
      8.5797	      0.0000
      8.6795	      0.0000
      8.7797	      0.0000
      8.8799	      0.0000
      8.9797	      0.0000
      9.0797	      0.0000
      9.1790	      0.0000
      9.2799	      0.0000
      9.3799	      0.0000
      9.4799	      0.0000
      9.5798	      0.0000
      9.6796	      0.0000
      9.7798	      0.0000
      9.8799	      0.0000
      9.9798	      0.0000
     10.0799	      0.0000
     10.1797	      0.0000
     10.2799	      0.0000
     10.3799	      0.0000
     10.4800	      0.0000
     10.5799	      0.0000
     10.6798	      0.0000
     10.7799	      0.0000
     10.8800	      0.0000
     10.9799	      0.0000
     11.0799	      0.0000
     11.1800	      0.0000
     11.2800	      0.0000
     11.3800	      0.0000
     11.4800	      0.0000
     11.5800	      0.0000
     11.6800	      0.0000
     11.7800	      0.0000
     11.8801	      0.0000
     11.9800	      0.0000
     12.0801	      0.0000
     12.1801	      0.0000
     12.2801	      0.0000
     12.3801	      0.0000
     12.4801	      0.0000
     12.5801	      0.0000
     12.6801	      0.0000
     12.7801	      0.0000
     12.8802	      0.0000
     12.9802	      0.0000
     13.0802	      0.0000
     13.1801	      0.0000
     13.2802	      0.0000
     13.3802	      0.0000
     13.4802	      0.0000
     13.5802	      0.0000
     13.6803	      0.0000
     13.7802	      0.0000
     13.8802	      0.0000
     13.9803	      0.0000
     14.0803	      0.0000
     14.1803	      0.0000
     14.2803	      0.0000
     14.3803	      0.0000
     14.4803	      0.0000
     14.5803	      0.0000
     14.6801	      0.0000
     14.7803	      0.0000
     14.8804	      0.0000
     14.9803	      0.0000
     15.0804	      0.0000
     15.1801	      0.0000
     15.2801	      0.0000
     15.3804	      0.0000
     15.4802	      0.0000
     15.5804	      0.0000
     15.6801	      0.0000
     15.7802	      0.0000
     15.8801	      0.0000
     15.9804	      0.0000
     16.0805	      0.0000
     16.1799	      0.0000
     16.2802	      0.0000
     16.3799	      0.0000
     16.4799	      0.0000
     16.5799	      0.0000
     16.6800	      0.0000
     16.7799	      0.0000
     16.8799	      0.0000
     16.9800	      0.0000
     17.0801	      0.0000
     17.1799	      0.0000
     17.2803	      0.0000
     17.3803	      0.0000
     17.4803	      0.0000
     17.5803	      0.0000
     17.6803	      0.0000
     17.7806	      0.0000
     17.8801	      0.0000
     17.9800	      0.0000
     18.0803	      0.0000
     18.1801	      0.0000
     18.2801	      0.0000
     18.3801	      0.0000
     18.4801	      0.0000
     18.5801	      0.0000
     18.6801	      0.0000
     18.7802	      0.0000
     18.8801	      0.0000
     18.9801	      0.0000
     19.0806	      0.0000
     19.1801	      0.0000
     19.2802	      0.0000
     19.3802	      0.0000
     19.4801	      0.0000
     19.5801	      0.0000
     19.6802	      0.0000
     19.7802	      0.0000
     19.8802	      0.0000
     19.9802	      0.0000
     20.0804	      0.0000
     20.1802	      0.0000
     20.2803	      0.0000
     20.3802	      0.0000
     20.4802	      0.0000
     20.5803	      0.0000
     20.6803	      0.0000
     20.7802	      0.0000
     20.8803	      0.0000
     20.9803	      0.0000
     21.0803	      0.0000
     21.1804	      0.0000
     21.2803	      0.0000
     21.3803	      0.0000
     21.4804	      0.0000
     21.5803	      0.0000
     21.6803	      0.0000
     21.7804	      0.0000
     21.8804	      0.0000
     21.9804	      0.0000
     22.0806	      0.0000
     22.1804	      0.0000
     22.2804	      0.0000
     22.3805	      0.0000
     22.4804	      0.0000
     22.5804	      0.0000
     22.6805	      0.0000
     22.7804	      0.0000
     22.8804	      0.0000
     22.9805	      0.0000
     23.0807	      0.0000
     23.1805	      0.0000
     23.2806	      0.0000
     23.3805	      0.0000
     23.4805	      0.0000
     23.5806	      0.0000
     23.6805	      0.0000
     23.7805	      0.0000
     23.8806	      0.0000
     23.9805	      0.0000
     24.0805	      0.0000
     24.1807	      0.0000
     24.2806	      0.0000
     24.3806	      0.0000
     24.4807	      0.0000
     24.5806	      0.0000
     24.6806	      0.0000
     24.7807	      0.0000
     24.8806	      0.0000
     24.9807	      0.0000
     25.0809	      0.0000
     25.1807	      0.0000
     25.2807	      0.0000
     25.3807	      0.0000
     25.4807	      0.0000
     25.5807	      0.0000
     25.6808	      0.0000
     25.7807	      0.0000
     25.8807	      0.0000
     25.9808	      0.0000
     26.0807	      0.0000
     26.1807	      0.0000
     26.2808	      0.0000
     26.3807	      0.0000
     26.4807	      0.0000
     26.5809	      0.0000
     26.6808	      0.0000
     26.7808	      0.0000
     26.8809	      0.0000
     26.9808	      0.0000
     27.0810	      0.0000
     27.1809	      0.0000
     27.2808	      0.0000
     27.3808	      0.0000
     27.4809	      0.0000
     27.5805	      0.0000
     27.6806	      0.0000
     27.7809	      0.0000
     27.8806	      0.0000
     27.9809	      0.0000
     28.0812	      0.0000
     28.1806	      0.0000
     28.2809	      0.0000
     28.3810	      0.0000
     28.4806	      0.0000
     28.5809	      0.0000
     28.6810	      0.0000
     28.7809	      0.0000
     28.8807	      0.0000
     28.9810	      0.0000
     29.0812	      0.0000
     29.1807	      0.0000
     29.2811	      0.0000
     29.3807	      0.0000
     29.4807	      0.0000
     29.5811	      0.0000
     29.6807	      0.0000
     29.7807	      0.0000
     29.8811	      0.0000
     29.9808	      0.0000
     30.0813	      0.0000
     30.1811	      0.0000
     30.2808	      0.0000
     30.3808	      0.0000
     30.4809	      0.0000
     30.5808	      0.0000
     30.6808	      0.0000
     30.7809	      0.0000
     30.8808	      0.0000
     30.9808	      0.0000
     31.0815	      0.0000
     31.1809	      0.0000
     31.2809	      0.0000
     31.3809	      0.0000
     31.4809	      0.0000
     31.5809	      0.0000
     31.6810	      0.0000
     31.7809	      0.0000
     31.8809	      0.0000
     31.9810	      0.0000
     32.0814	      0.0000
     32.1810	      0.0000
     32.2810	      0.0000
     32.3810	      0.0000
     32.4810	      0.0000
     32.5810	      0.0000
     32.6810	      0.0000
     32.7810	      0.0000
     32.8811	      0.0000
     32.9810	      0.0000
     33.0815	      0.0000
     33.1811	      0.0000
     33.2810	      0.0000
     33.3810	      0.0000
     33.4811	      0.0000
     33.5811	      0.0000
     33.6811	      0.0000
     33.7811	      0.0000
     33.8811	      0.0000
     33.9811	      0.0000
     34.0817	      0.0000
     34.1811	      0.0000
     34.2812	      0.0000
     34.3812	      0.0000
     34.4814	      0.0000
     34.5814	      0.0000
     34.6812	      0.0000
     34.7814	      0.0000
     34.8815	      0.0000
     34.9813	      0.0000
     35.0814	      0.0000
     35.1815	      0.0000
     35.2813	      0.0000
     35.3815	      0.0000
     35.4815	      0.0000
     35.5813	      0.0000
     35.6815	      0.0000
     35.7815	      0.0000
     35.8814	      0.0000
     35.9816	      0.0000
     36.0816	      0.0000
     36.1814	      0.0000
     36.2816	      0.0000
     36.3816	      0.0000
     36.4814	      0.0000
     36.5816	      0.0000
     36.6816	      0.0000
     36.7814	      0.0000
     36.8816	      0.0000
     36.9816	      0.0000
     37.0820	      0.0000
     37.1816	      0.0000
     37.2817	      0.0000
     37.3815	      0.0000
     37.4814	      0.0000
     37.5817	      0.0000
     37.6818	      0.0000
     37.7814	      0.0000
     37.8815	      0.0000
     37.9818	      0.0000
     38.0817	      0.0000
     38.1818	      0.0000
     38.2815	      0.0000
     38.3815	      0.0000
     38.4815	      0.0000
     38.5819	      0.0000
     38.6815	      0.0000
     38.7815	      0.0000
     38.8816	      0.0000
     38.9815	      0.0000
     39.0818	      0.0000
     39.1819	      0.0000
     39.2816	      0.0000
     39.3815	      0.0000
     39.4816	      0.0000
     39.5816	      0.0000
     39.6816	      0.0000
     39.7819	      0.0000
     39.8816	      0.0000
     39.9816	      0.0000
     40.0819	      0.0000
     40.1816	      0.0000
     40.2817	      0.0000
     40.3817	      0.0000
     40.4816	      0.0000
     40.5817	      0.0000
     40.6817	      0.0000
     40.7817	      0.0000
     40.8817	      0.0000
     40.9817	      0.0000
     41.0822	      0.0000
     41.1817	      0.0000
     41.2818	      0.0000
     41.3817	      0.0000
     41.4817	      0.0000
     41.5818	      0.0000
     41.6817	      0.0000
     41.7818	      0.0000
     41.8818	      0.0000
     41.9818	      0.0000
     42.0820	      0.0000
     42.1818	      0.0000
     42.2818	      0.0000
     42.3818	      0.0000
     42.4819	      0.0000
     42.5818	      0.0000
     42.6819	      0.0000
     42.7819	      0.0000
     42.8819	      0.0000
     42.9819	      0.0000
     43.0821	      0.0000
     43.1819	      0.0000
     43.2819	      0.0000
     43.3820	      0.0000
     43.4819	      0.0000
     43.5819	      0.0000
     43.6820	      0.0000
     43.7819	      0.0000
     43.8820	      0.0000
     43.9820	      0.0000
     44.0822	      0.0000
     44.1820	      0.0000
     44.2821	      0.0000
     44.3820	      0.0000
     44.4820	      0.0000
     44.5821	      0.0000
     44.6820	      0.0000
     44.7820	      0.0000
     44.8821	      0.0000
     44.9820	      0.0000
     45.0822	      0.0000
     45.1821	      0.0000
     45.2821	      0.0000
     45.3821	      0.0000
     45.4821	      0.0000
     45.5821	      0.0000
     45.6821	      0.0000
     45.7821	      0.0000
     45.8821	      0.0000
     45.9821	      0.0000
     46.0824	      0.0000
     46.1821	      0.0000
     46.2822	      0.0000
     46.3822	      0.0000
     46.4822	      0.0000
     46.5822	      0.0000
     46.6823	      0.0000
     46.7822	      0.0000
     46.8822	      0.0000
     46.9822	      0.0000
     47.0824	      0.0000
     47.1823	      0.0000
     47.2823	      0.0000
     47.3822	      0.0000
     47.4823	      0.0000
     47.5823	      0.0000
     47.6823	      0.0000
     47.7823	      0.0000
     47.8824	      0.0000
     47.9823	      0.0000
     48.0825	      0.0000
     48.1824	      0.0000
     48.2823	      0.0000
     48.3823	      0.0000
     48.4824	      0.0000
     48.5823	      0.0000
     48.6824	      0.0000
     48.7824	      0.0000
     48.8824	      0.0000
     48.9824	      0.0000
     49.0827	      0.0000
     49.1824	      0.0000
     49.2824	      0.0000
     49.3825	      0.0000
     49.4824	      0.0000
     49.5824	      0.0000
     49.6825	      0.0000
     49.7825	      0.0000
     49.8825	      0.0000
     49.9825	      0.0000
     50.0827	      0.0000
     50.1825	      0.0000
     50.2826	      0.0000
     50.3825	      0.0000
     50.4825	      0.0000
     50.5826	      0.0000
     50.6826	      0.0000
     50.7826	      0.0000
     50.8826	      0.0000
     50.9826	      0.0000
     51.0828	      0.0000
     51.1826	      0.0000
     51.2826	      0.0000
     51.3826	      0.0000
     51.4827	      0.0000
     51.5826	      0.0000
     51.6827	      0.0000
     51.7827	      0.0000
     51.8827	      0.0000
     51.9827	      0.0000
