ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      0.2229	 -6.05271094	   -399.0000
      0.2329	 -6.05271094	   -399.0000
      0.2429	 -6.05368750	   -399.0000
      0.2529	 -6.05271094	   -399.0000
      0.2629	 -6.05271094	   -399.0000
      0.2729	 -6.05271094	   -399.0000
      0.2829	 -6.05271094	   -399.0000
      0.2929	 -6.05271094	   -399.0000
      0.3029	 -6.05271094	   -399.0000
      0.3129	 -6.05271094	   -399.0000
      0.3229	 -6.05271094	   -399.0000
      0.3329	 -6.05271094	   -399.0000
      0.3429	 -6.05271094	   -399.0000
      0.3529	 -6.05271094	   -399.0000
      0.3629	 -6.05271094	   -399.0000
      0.3729	 -6.05271094	   -399.0000
      0.3829	 -6.05271094	   -399.0000
      0.3929	 -6.05271094	   -399.0000
      0.4029	 -6.05271094	   -399.0000
      0.4129	 -6.05271094	   -399.0000
      0.4229	 -6.05271094	   -399.0000
      0.4329	 -6.05271094	   -399.0000
      0.4429	 -6.05271094	   -399.0000
      0.4529	 -6.05271094	   -399.0000
      0.4629	 -6.05271094	   -399.0000
      0.4729	 -6.05271094	   -399.0000
      0.4829	 -6.05271094	   -399.0000
      0.4929	 -6.05271094	   -399.0000
      0.5029	 -6.05271094	   -399.0000
      0.5129	 -6.05271094	   -399.0000
      0.5229	 -6.05271094	   -399.0000
      0.5329	 -6.05271094	   -399.0000
      0.5429	 -6.05271094	   -399.0000
      0.5529	 -6.05271094	   -399.0000
      0.5629	 -6.05271094	   -399.0000
      0.5729	 -6.05271094	   -399.0000
      0.5829	 -6.05271094	   -399.0000
      0.5929	 -6.05271094	   -399.0000
      0.6029	 -6.05271094	   -399.0000
      0.6129	 -6.05271094	   -399.0000
      0.6229	 -6.05271094	   -399.0000
      0.6329	 -6.05271094	   -399.0000
      0.6429	 -6.05271094	   -399.0000
      0.6529	 -6.05271094	   -399.0000
      0.6629	 -6.05271094	   -399.0000
      0.6729	 -6.05271094	   -399.0000
      0.6829	 -6.05271094	   -399.0000
      0.6929	 -6.05271094	   -399.0000
      0.7029	 -6.05271094	   -399.0000
      0.7129	 -6.05271094	   -399.0000
      0.7229	 -6.05271094	   -399.0000
      0.7329	 -6.05271094	   -399.0000
      0.7429	 -6.05271094	   -399.0000
      0.7529	 -6.05271094	   -399.0000
      0.7629	 -6.05271094	   -399.0000
      0.7729	 -6.05271094	   -399.0000
      0.7829	 -6.05271094	   -399.0000
      0.7929	 -6.05271094	   -399.0000
      0.8029	 -6.05271094	   -399.0000
      0.8129	 -6.05271094	   -399.0000
      0.8229	 -6.05271094	   -399.0000
      0.8329	 -6.05271094	   -399.0000
      0.8429	 -6.05271094	   -399.0000
      0.8529	 -6.05271094	   -399.0000
      0.8629	 -6.05271094	   -399.0000
      0.8729	 -6.05271094	   -399.0000
      0.8829	 -6.05271094	   -399.0000
      0.8929	 -6.05271094	   -399.0000
      0.9029	 -6.05271094	   -399.0000
      0.9129	 -6.05271094	   -399.0000
      0.9229	 -6.05271094	   -399.0000
      0.9329	 -6.05271094	   -399.0000
      0.9429	 -6.05271094	   -399.0000
      0.9529	 -6.05271094	   -399.0000
      0.9629	 -6.05271094	   -399.0000
      0.9729	 -6.05271094	   -399.0000
      0.9829	 -6.05271094	   -399.0000
      0.9929	 -6.05271094	   -399.0000
      1.0029	 -6.05271094	   -399.0000
      1.0129	 -6.05271094	   -399.0000
      1.0229	 -6.05271094	   -399.0000
      1.0329	 -6.05271094	   -399.0000
      1.0429	 -6.05271094	   -399.0000
      1.0529	 -6.05271094	   -399.0000
      1.0629	 -6.05271094	   -399.0000
      1.0729	 -6.05271094	   -399.0000
      1.0829	 -6.05271094	   -399.0000
      1.0929	 -6.05271094	   -399.0000
      1.1029	 -6.05271094	   -399.0000
      1.1129	 -6.05271094	   -399.0000
      1.1229	 -6.05271094	   -399.0000
      1.1329	 -6.05271094	   -399.0000
      1.1429	 -6.05271094	   -399.0000
      1.1529	 -6.05271094	   -399.0000
      1.1629	 -6.05271094	   -399.0000
      1.1729	 -6.05271094	   -399.0000
      1.1829	 -6.05271094	   -399.0000
      1.1929	 -6.05271094	   -399.0000
      1.2029	 -6.05271094	   -399.0000
      1.2129	 -6.05271094	   -399.0000
      1.2229	 -6.05271094	   -399.0000
      1.2329	 -6.05271094	   -399.0000
      1.2429	 -6.05271094	   -399.0000
      1.2529	 -6.05271094	   -399.0000
      1.2629	 -6.05271094	   -399.0000
      1.2729	 -6.05271094	   -399.0000
      1.2830	 -6.05271094	   -399.0000
      1.2929	 -6.05271094	   -399.0000
      1.3030	 -6.05271094	   -399.0000
      1.3129	 -6.05271094	   -399.0000
      1.3230	 -6.05271094	   -399.0000
      1.3330	 -6.05271094	   -399.0000
      1.3430	 -6.05271094	   -399.0000
      1.3529	 -6.05271094	   -399.0000
      1.3630	 -6.05271094	   -399.0000
      1.3730	 -6.05271094	   -399.0000
      1.3830	 -6.05271094	   -399.0000
      1.3930	 -6.05271094	   -399.0000
      1.4030	 -6.05271094	   -399.0000
      1.4130	 -6.05271094	   -399.0000
